date,64000,66000,68000,68500,69000,69500,70000,70500,71000,71500,72000,72500,73000,73500,74000,75000,76000,77000
2024-06-08,0.0,0.0,20.63,32.45,0.0,33.26,32.72,34.4,35.5,34.83,33.85,37.47,36.32,36.22,41.44,35.67,47.34,52.53
2024-06-09,0.0,0.0,38.75,33.07,33.01,37.53,37.36,38.03,39.85,39.49,39.37,39.17,40.56,42.59,43.08,45.75,48.05,0.0
2024-06-10,0.0,80.4,50.78,43.89,32.95,25.65,31.01,34.95,39.64,46.14,54.78,54.65,48.72,83.03,69.23,83.06,95.53,0.0
