date,8875,9000,9125,9250,9375,9500,9625,9750,9875
2020-06-29,45.47,43.84,39.94,43.56,46.28,47.05,44.77,54.28,62.06
2020-06-30,0.0,58.36,48.75,44.7,51.68,51.36,66.71,64.84,0.0
