date,15500,16000,16500,16750,17000,17250,17500,17750,18000,18500,19000
2022-12-01,0.0,0.0,52.23,51.2,46.92,50.96,50.69,56.58,63.07,71.59,73.15
2022-12-02,63.78,59.63,53.22,43.5,36.59,35.93,51.84,62.93,67.56,83.29,0.0
