date,8625,9000,9125,9250,9375,9500,9625,9750,9875,10000,10125,10250,10375,10500,10625,10750
2020-06-11,0.0,0.0,77.54,70.4,78.41,75.9,73.0,75.28,72.4,74.94,84.23,85.46,75.49,97.89,96.7,113.87
2020-06-12,0.0,83.98,72.01,37.16,45.84,50.22,57.89,58.08,69.18,79.46,80.65,82.91,92.08,0.0,0.0,0.0
