date,30000,35000,40000,42000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,58500,59000,59500,60000,60500,61000,61500,62000,62500,63000,63500,64000,64500,65000,65500,66000,67000,68000,69000,70000,71000,72000,73000,74000,75000,76000,77000,78000,79000,80000,82000,84000,85000,86000,88000,90000,92000,94000,95000,100000,105000,110000,115000,120000
2024-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,59.4,59.3,58.22,58.63,58.75,59.09,59.06,59.06,59.02,0.0,0.0,60.01,60.43,0.0,60.06,60.95,61.07,61.16,0.0,62.33,62.18,63.7,64.22,65.24,0.0
2024-05-31,0.0,70.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.92,0.0,0.0,0.0,0.0,0.0,57.6,57.46,56.98,57.24,57.85,56.81,58.13,58.16,58.42,58.4,58.08,0.0,58.13,58.47,58.15,0.0,59.26,58.94,59.35,60.04,0.0,59.74,61.57,60.93,62.38,62.61,0.0
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.83,0.0,0.0,0.0,0.0,57.53,0.0,0.0,0.0,0.0,0.0,0.0,57.15,0.0,57.55,0.0,58.59,0.0,0.0,0.0,59.01,58.63,0.0,59.75,0.0,60.59,61.28,62.83,0.0
2024-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.4,0.0,56.6,57.44,0.0,57.04,57.14,0.0,58.1,0.0,0.0,58.23,58.49,0.0,0.0,0.0,59.19,59.42,0.0,59.78,60.08,61.44,63.19,62.7,0.0
2024-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.79,0.0,57.67,0.0,0.0,58.04,58.07,57.98,57.93,58.12,58.33,58.32,58.59,58.87,58.96,0.0,0.0,0.0,59.01,58.84,59.56,0.0,59.83,60.31,60.09,60.77,0.0,60.94,61.62,62.37,63.05,63.9,0.0
2024-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.15,0.0,0.0,0.0,0.0,56.95,56.91,57.07,57.18,57.07,58.04,58.06,57.04,57.32,57.53,57.84,57.55,0.0,57.89,57.76,58.52,0.0,58.76,58.77,59.1,59.43,0.0,59.85,60.4,61.92,62.69,63.8,0.0
2024-06-05,0.0,0.0,0.0,0.0,0.0,64.09,0.0,0.0,0.0,0.0,61.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.79,0.0,0.0,0.0,58.39,0.0,58.21,0.0,58.18,0.0,58.07,0.0,57.9,0.0,57.78,0.0,57.82,57.82,57.94,58.01,58.45,58.8,58.5,58.03,58.74,59.32,59.44,59.47,59.71,59.64,59.64,60.3,60.42,0.0,60.49,61.32,60.86,61.74,61.69,61.87,63.31,63.3,64.67,65.59,65.87
2024-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.13,0.0,56.88,56.88,57.01,0.0,57.53,57.41,57.65,57.54,57.65,57.44,57.43,57.52,0.0,57.57,57.94,0.0,59.19,0.0,58.76,59.09,60.27,61.29,60.07,60.33,61.74,62.89,62.24,64.41,64.11
2024-06-07,0.0,67.64,63.63,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.33,0.0,56.25,0.0,56.07,0.0,55.66,0.0,56.09,0.0,56.1,0.0,55.65,56.24,56.23,56.52,55.69,55.36,54.73,55.49,56.48,55.36,56.65,55.44,55.8,57.4,56.16,56.69,57.5,0.0,56.92,58.79,58.97,58.07,59.64,58.53,59.37,59.84,60.56,62.48,62.26
