date,37000,38000,39000,40000,41000,42000,43000,44000
2022-03-07,81.83,79.0,73.47,71.37,81.64,88.16,71.68,83.39
2022-03-08,82.19,67.83,67.75,67.49,64.86,78.92,0.0,0.0
