date,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,64000,66000
2021-02-22,0.0,0.0,0.0,0.0,0.0,0.0,138.05,127.87,122.92,123.75,126.92,111.06,117.42,114.22,105.13,107.82,121.18,118.14,124.23,110.77,126.26,143.89
2021-02-23,167.5,166.5,175.12,146.12,136.02,116.64,122.7,128.09,162.75,153.56,167.76,167.96,165.77,145.47,228.13,272.31,148.32,134.83,128.24,0.0,0.0,184.26
