date,78000,80000,81000,82000,82500,83000,83500,84000,84500,85000,86000,87000,88000,89000,90000,92000,94000,96000,98000
2025-03-15,0.0,0.0,43.55,43.82,0.0,44.88,0.0,46.74,0.0,47.62,48.28,47.33,48.23,44.97,47.26,47.66,0.0,0.0,73.7
2025-03-16,0.0,88.46,72.33,62.69,0.0,61.46,0.0,62.15,0.0,65.39,64.96,70.16,67.89,72.0,74.8,81.47,79.43,81.89,86.38
2025-03-17,0.0,64.7,63.33,53.97,52.86,33.72,43.05,34.78,38.07,37.94,46.1,53.47,61.84,67.93,65.77,77.96,96.16,0.0,0.0
