date,48000,49000,50000,51000,52000,53000,54000,55000,56000,58000
2021-09-02,0.0,71.64,71.6,71.77,74.16,78.61,80.18,92.46,93.92,111.9
2021-09-03,77.84,73.49,74.37,64.97,81.88,83.26,90.74,106.45,0.0,137.4
