date,66000,66500,67000,67500,68000,68500,69000,69500,70000,70500,71000,71500,72000,72500,73000,74000,75000,76000,77000,79000
2024-05-29,44.63,44.43,43.43,43.3,44.37,43.56,44.29,44.34,45.96,44.23,45.35,46.1,49.36,47.01,46.77,51.27,54.46,56.81,0.0,70.6
2024-05-30,47.29,44.08,45.56,45.48,44.76,44.09,44.6,42.61,44.87,45.56,50.24,45.32,48.71,49.49,50.36,54.59,58.13,0.0,0.0,81.24
2024-05-31,48.7,45.11,43.53,26.03,32.38,34.88,45.59,49.8,59.18,54.73,65.72,57.54,77.56,58.03,83.64,70.76,79.62,88.9,94.76,0.0
