date,78000,80000,82000,84000,85000,85500,86000,86500,87000,87500,88000,88500,89000,89500,90000,90500,91000,92000,93000,94000,95000,96000,97000,98000,100000,102000,104000,106000
2025-03-05,0.0,0.0,98.54,96.59,0.0,0.0,93.53,0.0,80.93,0.0,80.1,0.0,80.42,0.0,78.21,0.0,78.85,79.58,78.69,80.73,80.7,81.87,0.0,84.33,86.38,88.87,99.1,95.99
2025-03-06,0.0,133.68,0.0,0.0,107.12,0.0,91.87,0.0,94.88,0.0,100.98,0.0,103.25,0.0,102.79,0.0,102.62,106.22,108.99,108.24,112.48,114.75,114.07,119.24,122.87,127.06,138.2,144.82
2025-03-07,128.47,0.0,83.33,70.14,46.84,51.99,50.79,41.89,51.23,42.11,40.08,41.54,47.81,57.87,68.0,64.94,74.78,80.54,93.17,105.43,132.51,132.94,136.31,146.52,142.91,142.73,159.57,163.7
