date,116000,117000,118000,119000,120000,121000,122000,123000,124000,125000,126000,128000
2025-08-10,0.0,0.0,31.68,31.96,30.82,33.43,34.93,0.0,35.28,0.0,38.18,0.0
2025-08-11,0.0,0.0,0.0,32.16,32.66,33.86,36.49,37.39,36.0,38.75,42.64,44.99
2025-08-12,63.83,59.01,42.7,34.59,28.92,30.31,34.62,40.35,50.45,51.75,51.81,58.12
