date,82000,83000,84000,85000,86000,86500,87000,87500,88000,88500,89000,90000,91000,92000,94000,96000,98000
2025-04-19,38.42,37.18,34.25,37.08,36.02,0.0,35.5,0.0,37.2,0.0,41.35,45.37,47.3,45.77,51.62,58.5,60.11
2025-04-20,43.33,43.24,39.81,38.46,36.07,0.0,36.74,0.0,42.04,0.0,40.03,46.59,46.58,46.65,57.58,77.78,0.0
2025-04-21,0.0,74.03,65.79,39.7,32.36,39.78,31.42,29.49,28.72,29.05,37.03,45.83,52.88,61.05,84.19,90.98,90.99
