,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,31500,32000,32500,33000,33500,34000,34500,35000,35500,36000,36500,37000,37500,38000,38500,39000,39500,40000,40500,41000,41500,42000,42500,43000,43500,44000,44500,45000,45500,46000,46500,47000,47500,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,64000,65000,66000,67000,68000,69000,70000
2023-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.53,44.29,44.24,44.65,44.72,45.43,46.35,46.54,46.96,47.39,47.21,0,48.3,0,49.9,0,50.21,0,54.29,0,53.93,0,57.15,58.8,60.32,61.88,0,0,0,69.48,0,0,0,72.48,75.51,74.8,78.15,76.03,0,0,0,0,0,0,0
2023-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.15,45.66,46.89,45.6,45.94,47.02,47.3,47.8,48.12,48.57,0,49.47,0,50.21,0,50.99,0,52.59,0,54.8,0,59.12,60.21,60.65,63.42,63.44,65.9,0,68.04,68.96,0,0,0,74.65,74.05,75.1,77.1,78.51,0,0,0,0,0,0
2023-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.95,45.0,46.04,48.28,49.33,49.74,49.96,50.54,50.69,50.88,51.26,0,52.01,0,52.81,0,53.76,0,55.39,0,57.5,57.84,61.26,63.7,63.24,67.64,0,72.19,73.21,75.74,77.68,0,73.07,0,0,0,76.54,0,0,0,0,0,0
2023-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.46,48.62,0,47.5,47.71,49.09,50.86,51.37,50.95,52.35,51.69,52.74,52.12,0,53.98,0,53.8,0,54.33,0,56.54,0,56.57,61.52,62.19,63.69,66.09,65.38,0,71.57,72.03,69.13,73.7,0,0,74.87,78.03,0,79.06,0,0,0,0,0,0
2023-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.22,48.43,50.87,50.57,49.23,49.33,47.81,49.87,49.38,49.51,50.23,50.78,51.46,51.07,52.21,52.75,52.4,0,53.87,0,55.28,56.85,58.98,60.96,61.52,63.37,64.84,65.88,67.6,71.45,70.29,0,71.69,73.0,76.75,0,74.1,75.56,78.83,77.54,0,0,0
2023-12-05,0,0,0,0,0,0,0,0,0,0,0,89.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.03,0,53.89,53.82,53.5,55.97,51.34,55.55,50.24,50.75,49.77,49.96,50.9,50.77,51.68,51.57,51.48,52.53,52.34,52.6,53.69,54.68,56.5,58.13,58.66,61.06,65.11,0,68.0,69.56,71.14,72.87,74.22,75.93,77.34,78.4,71.56,77.52,82.75,82.74,0,82.02,0
2023-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.16,0,0,0,0,0,41.6,49.99,49.62,47.15,49.94,48.35,49.49,49.7,49.48,49.97,50.29,51.23,54.12,53.36,54.43,56.27,57.35,58.99,63.16,65.93,67.43,67.83,70.46,0,72.5,73.41,73.57,0,0,78.85,81.43,76.89,81.12,76.62,80.81,81.89
2023-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.61,0,52.21,0,0,47.95,49.17,47.61,46.67,46.95,46.36,45.95,45.76,45.85,45.55,46.82,47.44,47.4,47.87,48.74,48.73,49.71,51.82,53.01,55.38,57.09,59.87,62.97,64.39,67.17,67.79,69.03,72.39,0,72.96,0,75.06,75.71,77.9,73.37,75.27,0,78.68,78.79
2023-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.3,0,0,0,0,45.7,46.35,44.29,0,45.64,44.31,43.45,46.68,46.7,46.97,46.91,48.25,49.01,49.48,48.85,51.72,54.26,53.21,58.27,59.25,62.54,63.54,65.24,66.78,68.63,74.87,72.52,73.31,76.19,77.22,0,80.06,72.76,80.38,0,0,82.34
2023-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.02,0,44.6,46.1,46.32,46.37,47.58,47.76,47.75,0,49.35,49.53,51.2,52.18,54.74,0,61.27,0,0,65.87,0,67.89,72.5,68.73,0,72.42,72.91,72.52,72.24,72.88,0,0,82.33,0
2023-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.64,0,0,0,0,0,46.56,0,44.31,47.33,46.98,47.08,47.89,46.68,47.93,48.85,49.8,49.83,50.92,54.74,56.54,58.74,61.42,63.72,65.35,66.81,0,0,69.49,70.49,72.88,71.4,0,73.33,0,0,0,0,84.54,0
2023-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.03,51.53,51.39,51.29,51.57,51.96,52.67,52.8,52.17,53.62,54.07,56.15,57.16,56.82,62.0,61.63,66.19,63.7,67.56,67.29,69.79,70.81,67.27,79.94,78.75,82.51,76.1,82.87,76.25,76.69,87.77,0,86.98,88.49,0,0,0,0
2023-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.31,0,0,0,53.16,46.43,46.02,46.6,46.32,46.32,46.92,47.21,49.48,48.67,49.49,51.15,51.86,53.58,59.22,58.83,62.28,64.41,67.99,70.87,72.55,0,78.46,76.24,0,80.79,0,76.28,0,82.04,0,0,0,0,0,0,0,0
2023-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.39,49.46,46.67,46.76,45.14,43.93,44.65,43.68,43.86,45.91,44.18,47.2,47.22,48.58,48.78,50.76,52.73,54.34,58.4,63.86,67.85,70.73,72.46,75.29,0,81.58,73.72,78.45,87.45,94.29,0,0,0,0,0,0,0,0,0
2023-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.38,0,48.7,46.42,44.89,43.15,43.4,42.74,42.78,43.17,44.39,42.76,46.29,45.78,46.71,48.0,49.26,50.32,54.16,59.45,62.78,63.66,67.84,75.01,73.26,75.17,73.95,0,82.01,83.42,91.23,0,0,0,0,0,0,0,0,0
2023-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.56,0,0,0,0,44.97,39.68,40.32,39.69,40.81,41.36,42.29,41.85,44.83,44.41,46.11,49.99,50.74,52.3,56.02,61.66,64.17,68.27,70.21,72.43,72.5,71.53,75.6,80.07,78.66,82.12,0,0,0,0,0,0,0,0,0,0,0
2023-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.44,0,0,46.82,42.12,40.58,40.69,38.33,41.9,39.93,40.66,40.59,41.31,43.04,45.3,44.49,45.78,48.4,48.96,54.65,60.54,63.79,65.85,72.15,70.84,70.51,73.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.55,0,49.85,48.67,47.56,46.09,47.48,45.26,52.15,48.52,52.85,51.76,57.22,53.88,52.11,54.1,55.11,65.23,69.58,74.91,75.41,74.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
