,19000,20000,20500,21000,21500,22000,22500,23000,23500,24000,24500,25000,26000
2022-08-18,0,0,0,0,0,0,0,56.72,53.4,54.81,53.78,59.17,72.18
2022-08-19,0,0,91.07,80.08,77.42,92.41,80.22,80.22,97.99,117.21,69.39,0,0
