date,39500,40000,40500,41000,41250,41500,41750,42000,42250,42500,42750,43000,43250,43500,43750,44000,44250,44500,44750,45000,45250,45500,45750,46000,46250,46500,46750,47000,47500,48000,48500,49000,49500,50000,50500,51000,51500,52000,53000,54000,55000
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.84,51.49,55.71,53.26,53.89,56.94,57.95,0.0,59.55,0.0,60.12,0.0,62.4,0.0,62.45,0.0,66.12,0.0,65.01,66.35,74.19,71.03,74.2,75.3,79.04,0.0,86.34,0.0,0.0,0.0,0.0,0.0
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.31,0.0,0.0,52.39,0.0,0.0,62.85,55.76,58.5,54.93,54.93,56.16,55.74,56.92,59.75,58.67,62.91,64.19,67.2,70.15,74.09,77.25,82.6,81.54,92.02,92.9,99.1,93.43,109.04,110.18,108.43,108.64
2024-01-03,93.73,99.45,89.71,78.56,72.9,78.0,69.8,61.95,66.01,52.26,48.29,50.78,47.4,57.39,58.3,62.41,67.79,65.35,80.19,78.58,85.85,75.28,93.59,100.46,102.84,98.89,104.36,106.02,119.83,144.89,112.74,120.42,88.63,138.45,86.1,99.26,99.73,98.07,113.79,0.0,0.0
