date,59500,60000,60500,61000,61500,62000,62500,63000,63250,63500,63750,64000,64500,65000,65500,65750,66000,66250,66500,66750,67000,67250,67500,67750,68000,68250,68500,69000,69500,70000,70500,71000,71500,72000,72500,73000,73500,74000,75000,76000,77000,78000
2024-03-03,0.0,0.0,0.0,0.0,62.94,68.52,75.25,80.19,0.0,77.6,0.0,75.43,83.06,82.06,81.36,0.0,83.51,0.0,70.01,0.0,88.28,0.0,85.24,0.0,84.2,0.0,77.33,88.79,0.0,91.17,0.0,84.3,0.0,99.38,0.0,94.48,0.0,106.43,112.75,111.72,0.0,0.0
2024-03-04,0.0,87.81,0.0,81.14,75.75,86.33,84.18,82.71,0.0,77.29,0.0,80.78,90.07,78.48,79.19,0.0,79.68,0.0,81.84,0.0,83.12,0.0,81.91,0.0,84.69,0.0,86.63,88.43,79.38,85.56,89.78,92.45,88.86,98.15,89.16,98.53,0.0,99.68,102.29,114.12,121.35,108.25
2024-03-05,111.02,109.06,93.3,86.2,97.57,84.59,64.79,74.57,77.92,75.64,70.42,66.67,68.17,73.75,78.84,99.12,89.54,111.99,90.61,91.84,108.42,103.78,103.74,108.02,111.27,115.3,111.98,121.9,121.8,133.33,130.96,163.41,151.84,165.51,162.53,184.26,138.59,144.12,185.7,158.94,133.85,159.55
