date,18000,18500,19000,19250,19500,19750,20000,20250,20500,20750,21000,22000
2022-09-29,90.66,80.78,72.24,0.0,63.83,0.0,63.19,0.0,62.44,0.0,81.83,84.13
2022-09-30,85.57,0.0,61.73,56.46,57.09,57.87,70.31,94.18,100.09,116.85,71.98,0.0
