,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000
2021-07-27,0,0,0,0,73.96,73.23,75.44,76.29,83.07,81.17,85.02,104.11,0
2021-07-28,0,0,0,0,0,0,82.12,92.46,81.68,92.77,101.6,116.31,97.17
