date,28500,28750,29000,29250,29500,29750,30000,30250,30500,30750,31000,31250,31500,31750,32000,32250
2020-12-31,87.46,88.55,89.77,87.27,90.63,0.0,93.72,86.68,95.84,92.5,93.88,98.66,92.74,101.53,98.54,102.74
2021-01-01,71.44,80.17,54.08,63.92,67.68,68.48,73.06,69.02,64.71,77.9,72.89,81.71,90.34,87.56,107.73,116.42
