,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000
2022-04-08,0,0,0,45.81,52.43,48.31,49.24,40.77,57.88,63.83
2022-04-09,0,0,0,56.73,32.75,45.53,0,0,0,0
