date,6500,7500,7750,8000,8250,8500,8750,9000,9250,9500,9750,10000,10250,10500,10750,11000,11250
2020-01-23,0.0,0.0,0.0,0.0,49.78,51.02,51.25,53.63,53.92,57.73,60.32,62.72,61.53,65.17,67.47,0.0,0.0
2020-01-24,0.0,53.39,0.0,52.01,50.42,48.3,48.66,51.17,53.25,56.34,56.56,61.0,61.73,0.0,70.12,0.0,0.0
2020-01-25,0.0,0.0,0.0,49.96,46.62,45.85,50.99,51.06,54.99,55.33,58.64,61.29,0.0,68.47,70.12,0.0,0.0
2020-01-26,0.0,0.0,0.0,0.0,48.92,50.11,48.48,53.06,53.27,57.4,57.94,62.04,66.7,64.62,73.27,0.0,0.0
2020-01-27,0.0,0.0,0.0,0.0,47.65,50.79,50.89,49.59,53.34,55.68,56.38,59.95,59.11,64.14,68.84,0.0,0.0
2020-01-28,0.0,0.0,0.0,0.0,58.57,61.81,55.1,59.11,58.28,57.03,56.87,58.86,61.69,66.03,66.84,73.63,0.0
2020-01-29,0.0,0.0,0.0,59.64,63.45,57.73,56.33,54.62,56.25,56.35,55.73,56.09,61.16,62.02,67.07,70.58,72.4
2020-01-30,0.0,0.0,83.34,62.04,0.0,45.25,56.81,59.81,59.38,57.28,59.03,60.58,65.06,65.66,71.37,73.42,79.87
2020-01-31,0.0,0.0,0.0,79.43,63.68,48.43,61.66,52.84,52.39,51.24,54.62,58.65,63.85,61.85,71.51,76.24,82.65
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,51.06,50.86,51.87,53.19,54.63,56.15,61.11,63.98,70.04,68.24,76.22
2020-02-02,0.0,0.0,0.0,0.0,0.0,69.31,64.09,54.16,53.6,55.21,57.46,59.03,67.84,72.53,78.01,81.46,81.56
2020-02-03,191.69,0.0,0.0,129.48,0.0,0.0,62.23,51.57,47.14,52.55,54.24,64.21,68.85,74.97,78.3,93.41,90.39
2020-02-04,0.0,152.59,0.0,0.0,0.0,0.0,48.84,51.5,51.5,56.4,60.5,62.69,74.69,79.33,86.46,96.43,96.07
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.25,67.32,63.44,56.34,62.76,76.54,80.69,91.69,98.04,0.0
2020-02-06,500.0,0.0,0.0,0.0,298.04,0.0,0.0,0.0,76.32,91.29,61.78,85.2,111.68,92.83,0.0,122.78,132.29
