date,8125,8500,8625,8750,8875,9000,9125,9250,9375,9500,9625,9750,9875,10000
2020-05-03,0.0,0.0,0.0,0.0,79.0,66.6,70.29,83.81,77.04,92.0,94.36,96.41,106.91,109.04
2020-05-04,0.0,89.19,64.74,73.8,56.51,74.22,83.6,75.4,85.59,100.12,101.87,119.79,128.78,142.51
