date,9125,9375,9500,9625,9750,9875,10000,10125,10250,10375,10500,10625
2020-06-08,0.0,0.0,0.0,53.73,51.49,51.4,58.9,63.9,64.09,71.68,72.83,79.22
2020-06-09,66.14,93.65,54.64,66.68,66.6,68.39,68.35,73.46,102.55,109.37,126.48,126.05
