date,8750,8875,9000,9125,9250,9375,9500,9625,9875
2020-07-04,48.4,39.26,36.9,33.87,30.91,42.0,39.43,49.42,0.0
2020-07-05,0.0,34.71,42.07,46.04,50.41,77.62,52.11,0.0,108.29
