date,45000,47000,48000,48500,49000,49500,50000,50500,51000,51500,52000,52500,53000,53500,54000,54500,55000,55500,56000,56500,57000,57500,58000,58500,59000,59500,60000,60500,61000,61500,62000,62500,63000,63500,64000,64500,65000,66000,67000,68000,69000,70000,71000
2024-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.75,63.39,61.55,62.64,60.95,62.74,61.54,57.51,64.54,63.43,62.06,71.92,64.58,70.73,61.19,78.6,81.88,65.25,83.77,76.42,82.62
2024-08-05,0.0,0.0,114.22,114.67,119.86,114.41,116.77,107.36,91.83,94.56,88.74,87.36,89.5,88.59,82.97,82.97,88.7,81.93,85.31,84.02,86.9,86.37,93.42,83.59,88.6,120.2,90.0,104.69,111.78,103.88,98.4,118.23,103.11,133.42,122.8,115.15,111.97,124.19,115.04,124.42,0.0,0.0,0.0
2024-08-06,0.0,0.0,0.0,0.0,0.0,0.0,118.74,123.5,126.16,120.95,116.18,101.35,85.6,108.69,68.32,87.71,65.76,66.79,66.87,67.35,66.28,70.3,72.32,72.09,91.08,69.52,71.94,86.29,82.88,90.35,100.32,146.19,106.68,98.42,134.65,105.75,123.94,115.99,0.0,0.0,0.0,0.0,0.0
