date,59000,60000,61000,62000,63000,64000,65000,66000,67000
2021-11-06,64.55,67.05,58.45,60.76,57.55,55.97,62.74,62.12,73.57
2021-11-07,76.99,0.0,66.41,80.82,71.82,69.76,65.77,68.41,0.0
