date,106000,107000,108000,109000,110000,111000,112000,113000,114000,115000,115500,116000,116500,117000,117500,118000,118500,119000,119500,120000,120500,121000,122000,123000,124000,125000,126000,128000
2025-07-09,29.13,40.43,40.86,35.06,34.66,33.1,35.09,35.33,35.48,39.13,0.0,40.73,0.0,0.0,0.0,43.92,0.0,0.0,0.0,50.89,0.0,0.0,48.67,0.0,53.39,0.0,57.07,0.0
2025-07-10,43.17,0.0,33.84,61.77,53.73,0.0,48.27,53.34,32.73,41.99,0.0,39.29,0.0,39.13,0.0,41.19,0.0,41.15,0.0,46.18,0.0,45.63,48.68,0.0,52.09,51.81,56.01,64.76
2025-07-11,0.0,0.0,94.69,87.21,78.76,63.66,90.88,74.17,63.66,31.17,47.16,36.16,45.44,21.76,19.6,22.58,27.05,26.43,34.49,39.66,39.31,39.31,51.96,52.04,61.27,59.64,67.35,67.79
