date,11375,11500,11625,11750,11875,12000,12125,12250,12375,12500,12625,12750,12875
2020-08-07,55.03,54.02,56.19,53.07,60.1,61.92,62.95,70.29,69.33,59.42,63.07,78.66,82.14
2020-08-08,0.0,27.26,54.55,40.75,52.78,51.64,68.43,66.55,80.08,89.6,99.2,85.47,0.0
