date,25000,30000,35000,40000,45000,50000,52000,54000,55000,56000,58000,60000,61000,62000,63000,64000,65000,66000,67000,68000,69000,70000,71000,72000,73000,74000,75000,76000,77000,78000,79000,80000,81000,82000,83000,84000,85000,86000,87000,88000,89000,90000,91000,92000,93000,94000,95000,96000,97000,98000,99000,100000,101000,102000,103000,104000,105000,106000,107000,108000,109000,110000,111000,112000,113000,114000,115000,116000,118000,120000,122000,125000,130000,135000,140000,145000,150000,160000,180000,200000
2024-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.08,0.0,54.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.57,0.0,55.78,0.0,56.3,0.0,56.45,0.0,57.1,0.0,57.16,0.0,58.0,0.0,57.77,0.0,0.0,58.49,0.0,0.0,0.0,0.0,59.58,0.0,0.0,0.0,0.0,60.29,0.0,0.0,0.0,0.0,62.44,0.0,0.0,0.0,0.0,62.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.79,0.0,53.73,53.89,54.69,55.41,55.59,54.33,55.84,54.44,0.0,55.51,0.0,55.88,0.0,56.31,0.0,56.8,0.0,57.69,0.0,58.07,0.0,58.43,0.0,0.0,57.59,0.0,0.0,0.0,0.0,59.93,0.0,0.0,0.0,0.0,59.69,0.0,0.0,0.0,0.0,60.92,0.0,0.0,0.0,0.0,60.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.34,0.0,0.0,0.0,0.0,0.0,54.98,0.0,0.0,53.9,0.0,0.0,0.0,0.0,0.0,54.68,0.0,55.45,0.0,55.25,0.0,55.48,0.0,0.0,55.22,0.0,0.0,0.0,0.0,56.11,0.0,0.0,0.0,0.0,57.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.63,0.0,0.0,0.0,0.0,54.76,0.0,0.0,0.0,0.0,0.0,0.0,55.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25,0.0,0.0,0.0,0.0,56.61,0.0,0.0,0.0,0.0,58.33,0.0,0.0,0.0,0.0,58.66,0.0,0.0,0.0,0.0,58.92,0.0,0.0,0.0,0.0,59.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-28,0.0,0.0,0.0,0.0,0.0,55.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.03,53.73,53.65,53.3,0.0,0.0,0.0,0.0,54.8,54.55,54.78,0.0,55.25,0.0,55.26,0.0,55.53,0.0,55.74,0.0,56.81,0.0,57.07,0.0,56.66,0.0,0.0,57.05,0.0,0.0,0.0,0.0,58.01,0.0,0.0,0.0,0.0,59.16,0.0,0.0,0.0,0.0,58.94,0.0,0.0,0.0,0.0,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29,0.0,0.0,73.19,65.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.88,53.73,54.17,55.45,55.11,55.0,54.79,55.42,0.0,55.88,56.07,55.85,55.86,55.5,55.48,0.0,56.64,0.0,57.26,0.0,57.01,0.0,57.42,0.0,56.94,0.0,57.28,58.04,57.79,0.0,0.0,0.0,58.07,0.0,0.0,0.0,0.0,58.88,0.0,0.0,0.0,0.0,59.55,0.0,0.0,0.0,0.0,60.65,0.0,0.0,61.17,0.0,62.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.08,0.0,54.45,53.74,53.99,54.07,54.29,54.3,54.51,54.75,55.13,0.0,54.77,55.31,55.46,0.0,0.0,55.64,0.0,56.12,0.0,56.15,0.0,56.16,0.0,0.0,0.0,56.85,57.1,0.0,0.0,57.07,0.0,57.27,0.0,0.0,0.0,0.0,57.33,0.0,0.0,0.0,0.0,58.55,0.0,0.0,0.0,0.0,60.02,0.0,0.0,60.49,0.0,60.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.12,53.16,54.24,0.0,53.86,53.59,54.14,54.25,54.29,0.0,54.62,0.0,54.96,55.7,55.74,55.23,0.0,0.0,0.0,55.37,0.0,55.93,0.0,56.04,0.0,56.57,0.0,57.02,57.0,0.0,0.0,57.33,0.0,58.02,0.0,0.0,0.0,0.0,58.75,0.0,0.0,0.0,0.0,58.87,0.0,0.0,0.0,0.0,60.58,0.0,0.0,60.33,0.0,60.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.84,54.19,0.0,53.68,53.68,0.0,54.5,53.59,0.0,53.63,54.75,53.44,54.96,0.0,0.0,0.0,55.84,0.0,56.26,0.0,56.64,0.0,56.85,0.0,57.31,0.0,57.59,58.01,58.0,0.0,57.07,0.0,58.14,0.0,0.0,0.0,0.0,57.73,0.0,0.0,0.0,0.0,58.57,0.0,0.0,0.0,0.0,59.41,0.0,0.0,60.83,0.0,62.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
