date,11250,11375,11625,11750,11875,12000,12125,12250,12375,12500,12625,12750,12875,13000,13125
2020-08-16,74.82,0.0,49.11,51.98,49.46,56.05,54.66,54.48,59.1,67.72,68.78,75.26,77.09,0.0,0.0
2020-08-17,0.0,61.65,62.82,0.0,83.4,62.13,72.72,71.93,58.55,63.07,71.93,95.34,106.17,88.63,116.2
