date,9375,9500,9625,9750,9875,10000,10125,10250,10375,10500,10625,10750
2020-02-23,0.0,0.0,0.0,50.47,37.01,49.23,47.07,56.27,48.26,67.02,62.12,74.05
2020-02-24,57.9,59.84,56.38,60.6,68.81,84.23,74.75,84.14,78.88,100.66,93.45,77.01
