date,8625,8750,8875,9000,9125,9250,9375,9500,9625,9750,9875,10000,10125
2020-05-23,0.0,0.0,0.0,0.0,62.33,57.33,57.91,60.47,72.14,79.91,78.79,80.51,86.49
2020-05-24,76.19,77.54,80.04,78.61,94.13,101.71,88.19,92.5,102.66,89.34,117.7,140.05,91.29
