date,63000,64500,65000,65500,66000,66500,67000,67500,68000,68500,69000,69500,70000,70500,71000,71500,72000,72500,73000,74000,75000,76000,78000
2024-10-21,0.0,0.0,45.65,0.0,42.81,42.56,42.7,40.58,43.39,42.28,42.74,44.63,44.11,46.64,47.83,48.02,48.46,50.78,51.99,54.39,57.52,55.52,74.85
2024-10-22,0.0,48.07,44.34,43.69,42.04,40.54,37.44,39.58,40.12,38.65,39.6,44.99,43.77,47.55,47.53,49.82,54.07,55.1,53.5,58.62,66.18,0.0,0.0
2024-10-23,76.34,0.0,46.09,38.95,36.77,33.32,31.83,32.14,38.74,44.96,59.58,56.39,56.34,69.8,55.12,62.9,72.5,56.15,67.2,0.0,0.0,0.0,0.0
