date,88000,90000,90500,91000,91500,92000,92500,93000,93500,94000,94500,95000,96000,97000,98000,99000,100000,102000,104000,106000
2025-01-11,0.0,0.0,0.0,44.69,0.0,42.17,0.0,43.09,0.0,41.78,0.0,39.57,42.14,40.1,42.52,43.86,43.62,46.7,50.55,56.72
2025-01-12,0.0,0.0,0.0,0.0,0.0,55.78,0.0,52.18,0.0,42.48,0.0,55.9,57.16,58.5,58.86,56.88,62.58,66.93,70.88,64.86
2025-01-13,76.28,0.0,69.1,51.97,66.28,60.34,56.21,60.52,51.97,46.52,48.85,46.61,52.73,61.85,62.8,69.21,74.04,98.05,74.98,0.0
