date,10000,15000,20000,25000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,65000,68000,70000,72000,74000,75000,76000,78000,80000,82000,84000,85000,86000,88000,90000,92000,94000,95000,96000,97000,98000,99000,100000,101000,102000,103000,104000,105000,106000,108000,110000,112000,114000,115000,116000,118000,120000,122000,125000,130000,135000,140000,150000,160000,180000,200000,240000,300000
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.8,0.0,0.0,0.0,63.0,0.0,64.18,0.0,0.0,63.75,0.0,0.0,65.59,0.0,0.0,65.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,66.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.17,73.24,0.0,0.0,0.0
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.58,0.0,0.0,60.64,60.89,61.82,61.03,61.28,60.6,0.0,60.82,0.0,59.87,61.51,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,62.56,0.0,0.0,0.0,0.0,64.12,0.0,0.0,64.42,0.0,0.0,0.0,0.0,0.0,65.42,0.0,0.0,66.34,0.0,0.0,0.0,0.0,66.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.68,0.0,70.41,0.0,0.0,70.68,0.0,72.4,75.53,0.0,0.0,0.0
2023-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.77,61.41,61.81,61.14,0.0,62.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.28,0.0,0.0,0.0,0.0,0.0,62.83,0.0,0.0,0.0,0.0,0.0,63.9,0.0,0.0,67.86,0.0,0.0,64.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.81,0.0,0.0,0.0,0.0,69.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.12,74.47,0.0,0.0,0.0
2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.77,0.0,0.0,0.0,62.32,61.86,0.0,0.0,61.14,61.68,60.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.19,0.0,0.0,0.0,0.0,0.0,62.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.89,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.83,0.0,0.0,0.0,62.23,0.0,62.8,0.0,0.0,0.0,63.93,62.53,0.0,0.0,0.0,0.0,62.95,0.0,0.0,0.0,63.5,0.0,64.7,0.0,0.0,0.0,0.0,0.0,67.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.62,0.0,0.0,0.0,0.0,68.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.79,0.0,0.0,70.19,0.0,0.0,69.41,0.0,69.5,0.0,0.0,71.35,0.0,74.7,75.37,0.0,0.0,0.0
2024-01-02,0.0,0.0,0.0,0.0,0.0,61.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.13,0.0,0.0,0.0,0.0,61.81,0.0,0.0,0.0,0.0,63.21,62.13,60.96,61.81,62.48,62.27,62.26,62.79,61.84,62.35,61.92,63.02,0.0,0.0,62.93,0.0,67.56,0.0,0.0,64.75,0.0,0.0,64.32,0.0,0.0,64.05,0.0,0.0,65.94,0.0,0.0,66.31,0.0,0.0,0.0,0.0,65.63,0.0,0.0,0.0,0.0,67.92,0.0,0.0,0.0,0.0,0.0,70.78,0.0,0.0,67.92,0.0,67.81,0.0,0.0,71.75,0.0,71.47,73.57,0.0,0.0,0.0
2024-01-03,0.0,0.0,0.0,63.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.82,0.0,0.0,62.65,63.29,61.58,68.01,0.0,61.73,61.0,62.98,0.0,0.0,0.0,61.44,0.0,61.48,0.0,0.0,0.0,64.48,0.0,0.0,0.0,64.6,0.0,66.28,0.0,0.0,0.0,0.0,0.0,66.05,0.0,0.0,65.26,0.0,0.0,68.08,0.0,0.0,65.88,0.0,0.0,0.0,0.0,67.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.17,0.0,0.0,0.0,0.0,0.0,0.0,73.11,76.21,0.0,0.0,0.0
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,65.81,65.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.41,0.0,0.0,0.0,0.0,0.0,62.67,0.0,0.0,0.0,63.95,0.0,0.0,63.91,0.0,0.0,64.21,64.12,0.0,0.0,0.0,0.0,0.0,0.0,64.03,0.0,66.03,0.0,0.0,65.26,0.0,0.0,65.92,0.0,0.0,0.0,0.0,0.0,66.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,68.25,0.0,0.0,68.7,0.0,0.0,69.12,0.0,0.0,69.92,0.0,69.97,70.64,0.0,0.0,0.0,74.08,76.14,0.0,0.0,0.0
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.29,0.0,62.41,0.0,0.0,0.0,0.0,0.0,0.0,64.77,0.0,0.0,0.0,65.29,0.0,0.0,64.89,0.0,0.0,0.0,0.0,66.72,0.0,0.0,65.46,0.0,0.0,66.04,0.0,0.0,68.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.34,0.0,70.8,0.0,0.0,0.0,0.0,72.95,76.14,0.0,0.0,0.0
