date,52000,57500,58000,58500,59000,59500,60000,60250,60500,60750,61000,61250,61500,61750,62000,62250,62500,62750,63000,63250,63500,64000,64500,65000,65500,66000,66500,67000,67500,68000,68500,69000,70000,71000,72000,73000,74000,75000,76000
2024-02-28,115.96,78.28,68.81,81.06,82.08,76.71,75.92,0.0,78.66,0.0,77.08,0.0,79.73,0.0,80.79,0.0,78.0,0.0,81.52,0.0,82.42,82.93,83.94,84.59,85.12,84.75,84.97,90.19,88.02,90.75,0.0,97.77,95.59,100.02,103.31,105.38,109.68,117.88,0.0
2024-02-29,0.0,94.06,72.67,0.0,86.15,0.0,75.64,0.0,75.67,0.0,74.44,0.0,69.67,0.0,76.55,0.0,74.12,0.0,73.73,0.0,75.31,75.18,79.54,81.64,85.34,81.1,83.77,87.41,95.45,93.98,0.0,96.49,106.1,109.91,113.73,109.2,114.25,121.15,120.24
2024-03-01,0.0,160.45,0.0,0.0,66.65,65.38,0.0,59.76,65.92,62.49,52.06,53.37,0.0,56.02,57.38,50.46,38.77,41.8,44.07,48.11,51.53,63.69,66.9,76.41,81.4,86.25,84.91,96.01,93.74,91.37,101.78,99.68,109.36,102.56,121.92,121.71,0.0,145.75,0.0
