date,78500,79000,79500,80000,80500,81000,81500,82000,82500,83000,83500,84000,84500,85000,85500,86000,86500,87000,87500,88000,88500,89000,89500,90000,90500,91000,91500,92000,92500,93000,94000,95000,96000,97000,98000,99000,100000
2024-11-10,0.0,60.13,54.68,63.35,63.92,66.15,64.86,57.86,65.9,67.16,68.09,67.91,64.27,66.9,0.0,68.95,0.0,71.67,0.0,71.5,0.0,66.48,0.0,74.72,0.0,68.88,0.0,80.38,0.0,89.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-11,0.0,133.14,105.7,62.01,61.91,59.93,101.36,82.06,55.13,66.61,56.89,70.66,82.11,88.13,99.29,67.37,80.37,70.11,68.29,77.08,85.78,73.19,74.32,76.78,0.0,83.67,79.63,83.24,0.0,80.94,83.44,86.35,90.18,88.38,90.89,92.94,93.74
2024-11-12,104.75,140.65,0.0,118.96,0.0,0.0,104.53,125.14,105.84,119.01,76.38,0.0,101.34,84.84,67.15,76.04,77.05,52.89,53.24,56.79,55.06,56.02,58.28,59.95,60.55,69.58,67.8,72.88,72.85,86.08,91.66,81.61,103.29,108.17,101.08,114.51,130.01
