date,74000,75000,75500,76000,76500,77000,77500,78000,78500,79000,79500,80000,80500,81000,81500,82000,82500,83000,83500,84000,84500,85000,86000,86500,87000,87500,88000,88500,89000,89500,90000,91000,92000,93000,94000
2024-11-09,0.0,0.0,33.16,38.39,37.02,40.94,40.08,43.46,43.31,39.62,37.24,44.3,38.86,47.55,39.93,45.89,0.0,45.9,0.0,53.33,0.0,56.39,59.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10,0.0,0.0,0.0,59.47,59.31,57.4,60.82,61.92,59.36,67.69,68.32,64.84,74.3,69.33,69.7,71.59,68.13,71.65,71.68,67.79,0.0,74.49,72.53,0.0,78.59,0.0,70.4,0.0,80.77,0.0,84.06,84.82,0.0,0.0,0.0
2024-11-11,110.18,82.78,89.98,0.0,0.0,178.62,156.49,191.78,263.57,0.0,147.53,0.0,86.26,0.0,71.55,0.0,140.62,59.73,114.78,103.06,91.09,105.57,98.91,92.14,82.68,94.78,80.37,68.8,76.18,72.55,80.51,83.47,87.7,93.24,93.74
