date,11125,11375,11500,11625,11750,11875,12000,12125,12250,12375,12500,12625,12750,12875
2020-08-06,66.15,0.0,0.0,56.44,53.08,53.16,60.64,61.89,66.54,67.66,74.46,73.07,72.02,76.22
2020-08-07,0.0,56.15,49.05,45.19,53.38,69.5,83.89,92.85,110.39,98.16,118.14,119.54,118.09,88.0
