date,53000,54000,55000,56000,57000,58000,59000,60000,62000,64000
2021-10-07,80.8,78.79,77.73,79.59,78.86,85.63,93.44,96.09,100.73,130.72
2021-10-08,84.01,70.62,72.12,74.05,87.63,107.57,74.88,109.07,0.0,0.0
