date,47000,48000,49000,50000,51000,52000,53000,54000,56000
2021-10-04,65.01,76.19,74.35,71.65,76.22,78.29,82.35,78.41,0.0
2021-10-05,0.0,99.95,90.73,88.82,80.18,73.51,76.9,95.26,115.01
