date,61500,62000,62500,63000,63500,64000,64500,65000,65500,66000,66500,67000,67500,68000,68500,69000,69500,70000,70500,71000,71500,72000,72500,73000,73500,74000,74500,75000,76000,77000,78000,79000,80000,81000,82000
2024-03-04,0.0,0.0,0.0,83.41,0.0,87.2,90.33,88.15,82.17,82.33,75.77,80.25,78.27,84.91,78.44,85.5,86.14,86.97,85.85,89.4,89.13,85.39,91.82,88.83,91.7,95.17,0.0,101.31,100.98,106.75,109.94,117.68,113.12,114.75,116.96
2024-03-05,96.55,83.03,87.74,83.12,82.24,84.57,83.47,84.69,82.83,81.2,85.63,90.65,88.98,94.53,101.37,103.12,104.56,101.68,99.66,112.57,110.6,109.6,112.49,119.33,114.48,117.04,114.42,128.1,140.28,127.23,143.65,115.94,145.87,121.11,159.08
2024-03-06,0.0,77.58,104.96,119.73,115.99,90.63,79.01,80.73,101.06,60.84,64.95,65.8,75.12,73.68,77.5,83.64,86.72,97.06,106.86,110.04,102.95,115.27,109.5,117.28,125.68,119.66,118.82,119.41,124.99,126.65,135.18,142.43,152.97,0.0,199.27
