,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000
2021-12-13,0,0,0,0,0,79.21,75.59,76.97,74.92,72.36,73.49,81.88,72.89,83.68,73.31
2021-12-14,0,0,0,0,0,98.62,59.96,80.65,73.75,70.12,70.8,85.46,108.47,111.58,0
