date,16500,16750,17000,17250,17500,17750,18000,18500
2022-12-04,27.37,0.0,45.25,41.53,45.01,0.0,48.52,62.53
2022-12-05,53.14,40.49,36.79,41.95,58.14,54.64,49.32,65.42
