date,62000,63000,63500,64000,64500,65000,65500,66000,66500,67000,67500,68000,68500,69000,69500,70000,70500,71000,71500,72000,72500,73000,73500,74000,74500,75000,76000,77000,78000,79000,80000,81000,82000
2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.58,61.12,63.55,65.42,68.06,67.75,67.83,69.61,70.31,70.81,71.44,69.39,72.39,73.8,75.85,81.21,85.76,82.91
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.99,62.57,63.35,58.32,60.07,56.24,54.37,55.6,56.04,59.09,59.54,62.56,60.68,62.08,58.02,59.21,62.49,70.83,69.68,71.91,80.69,80.37,81.52,83.5
2024-04-02,96.97,91.16,77.67,84.05,78.79,60.85,52.19,50.4,55.31,59.41,58.87,62.7,66.08,75.82,77.31,78.12,74.22,97.53,80.02,90.54,84.19,99.65,95.7,80.7,82.63,85.03,72.83,111.04,0.0,0.0,0.0,0.0,0.0
