,21000,22000,22500,23000,23500,24000,24500,25000,26000
2022-08-16,0,0,0,0,61.39,57.42,61.19,56.5,65.76
2022-08-17,0,0,0,67.74,49.56,58.39,77.97,87.58,71.35
