date,19000,19500,20000,20250,20500,21000,21500,22000
2022-08-30,69.4,64.06,56.32,63.47,56.47,59.74,72.23,77.28
2022-08-31,0.0,51.78,54.0,50.21,54.61,69.63,63.44,0.0
