date,51500,52000,52500,53000,53500,54000,54500,55000,55500,56000,56500,57000,57500,58000,59000,60000,61000,62000,63000
2024-09-07,0.0,0.0,0.0,0.0,48.64,46.61,44.77,45.24,46.69,44.61,47.62,48.88,52.13,52.05,53.78,57.35,58.11,0.0,0.0
2024-09-08,0.0,0.0,0.0,58.46,56.1,57.01,56.95,59.55,55.82,57.5,56.6,53.87,57.0,60.07,68.37,66.09,0.0,0.0,88.48
2024-09-09,170.67,143.41,138.08,120.42,81.25,62.21,97.28,0.0,68.17,65.26,48.46,52.84,46.67,47.57,60.23,59.99,79.24,91.93,111.62
