date,60000,61000,62000,63000,64000,65000,66000,67000,68000,69000
2021-11-04,74.19,71.87,70.05,70.7,68.93,71.45,73.44,75.56,69.28,76.85
2021-11-05,74.84,63.11,66.13,62.04,79.77,83.6,65.11,70.6,0.0,0.0
