date,80000,81000,82000,83000,83500,84000,85000,85500,86000,86500,87000,88000,89000,90000,92000,94000,96000
2025-04-17,0.0,0.0,35.83,34.11,0.0,29.16,27.99,0.0,28.8,0.0,30.3,33.59,36.85,36.8,45.67,59.52,0.0
2025-04-18,35.07,29.74,20.8,17.58,0.0,15.72,17.18,0.0,20.51,0.0,24.45,28.74,34.2,41.17,51.03,66.04,0.0
2025-04-19,64.47,47.81,69.73,25.25,24.38,26.58,18.94,21.68,27.9,28.86,33.32,35.1,56.14,50.43,0.0,74.16,84.52
