,34000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000
2022-01-11,0,0,0,0,0,0,68.49,64.29,69.24,65.23,68.66,70.61,72.11
2022-01-12,0,0,0,0,0,0,0,0.0,70.51,60.83,53.45,62.97,0
