date,22000,22750,23000,23250,23500,23750,24000,24250,24500,25000,25500
2023-02-03,60.68,0.0,44.17,39.22,36.94,38.78,41.58,44.8,50.01,57.62,60.79
2023-02-04,0.0,39.9,39.09,23.12,29.73,30.89,34.91,45.91,45.1,0.0,0.0
