date,60000,61000,62000,63000,64000,65000,65500,66000,66500,67000,67500,68000,68500,69000,69500,70000,70500,71000,71500,72000,72500,73000,74000,75000,76000,77000,78000,79000,80000
2024-07-27,0.0,0.0,0.0,0.0,0.0,77.75,51.59,0.0,52.06,54.06,63.08,54.26,50.19,54.96,52.38,55.74,55.14,53.95,58.43,60.06,59.86,58.59,63.96,65.55,67.35,88.57,68.23,76.01,72.3
2024-07-28,0.0,0.0,77.67,0.0,0.0,51.01,0.0,47.92,44.06,45.02,45.09,44.9,43.24,47.33,46.17,47.89,48.39,45.63,50.63,51.63,52.45,53.39,63.89,57.94,63.98,0.0,71.62,0.0,79.95
2024-07-29,0.0,108.98,0.0,0.0,0.0,65.23,66.59,55.97,45.19,43.28,41.74,42.22,55.27,45.76,59.32,69.07,77.21,65.62,70.22,102.18,65.53,68.48,68.84,80.49,72.97,85.62,87.03,98.1,0.0
