,19000,19500,20000,20500,21000,21500,22000,22500,23000,24000
2022-08-21,0,0,0,72.11,64.74,53.08,57.95,48.45,67.22,79.07
2022-08-22,0,0,0,75.77,76.1,73.73,86.26,85.24,95.76,0
