date,9125,9500,9625,9750,9875,10000,10125,10250,10375,10500,10625
2020-06-09,0.0,67.0,68.25,64.43,62.02,59.67,71.39,68.18,76.79,76.54,80.5
2020-06-10,77.77,85.56,62.47,63.67,62.45,66.09,82.97,79.15,99.43,100.01,113.39
