date,37000,38000,39000,40000,41000,42000,43000,44000
2021-02-05,93.05,91.32,86.86,87.62,98.71,103.1,104.17,108.84
2021-02-06,120.75,99.54,103.36,103.11,87.09,110.81,142.04,169.99
