date,29750,30000,30250,30500,30750,31000,31250,31500,31750,32000,32500,33000,33500,34000,34500
2023-06-30,46.79,39.25,34.02,32.91,36.67,37.33,42.62,41.54,45.46,52.74,54.75,64.53,68.18,68.01,75.56
2023-07-01,0.0,0.0,30.32,26.32,28.05,27.01,31.84,34.13,39.53,40.96,47.12,56.97,0.0,0.0,75.67
2023-07-02,0.0,21.48,34.04,43.38,44.31,40.32,45.56,39.26,45.84,45.57,0.0,79.54,0.0,0.0,174.67
