date,Open,High,Low,Close,Volume
2020-03-20,6321.5,6937.0,5630.0,6152.5,80220.16347474
2020-03-21,6152.5,6470.0,5850.0,6300.0,36269.32213338
2020-03-22,6298.5,6326.5,5678.0,5865.5,47321.63881886
2020-03-23,5866.0,6714.0,5744.0,6592.5,54903.2989612
2020-03-24,6592.0,6869.5,6487.0,6690.0,31305.41923828
2020-03-25,6689.5,6984.0,6460.0,6599.5,28896.39493288
2020-03-26,6599.0,6874.5,6505.0,6721.5,19393.07516444
2020-03-27,6721.0,6723.5,6064.5,6190.0,24256.70229916
2020-03-28,6190.5,6329.0,6030.0,6156.0,15903.11970889
2020-03-29,6155.5,6351.5,5847.5,6258.5,25064.47870005
2020-03-30,6258.5,6630.5,6249.0,6447.0,19628.73561017
2020-03-31,6446.5,6516.0,6250.5,6334.5,16068.87217848
2020-04-01,6334.0,6774.0,6151.5,6662.5,27598.14655763
2020-04-02,6662.5,7267.0,6615.0,6941.5,33789.54120736
2020-04-03,6942.0,7058.5,6605.5,6740.0,21935.11984913
2020-04-04,6740.0,7022.5,6645.0,6778.5,19161.13855479
2020-04-05,6778.5,7118.5,6670.0,7043.0,17546.97693792
2020-04-06,7043.0,7467.5,7030.5,7388.0,23195.64261694
2020-04-07,7386.5,7469.0,7075.0,7324.0,21879.2982497
2020-04-08,7326.0,7401.0,7201.0,7338.0,14245.52440103
2020-04-09,7339.5,7368.5,6866.5,6929.5,23593.68290222
2020-04-10,6929.5,6956.0,6750.0,6883.0,16378.42240015
2020-04-11,6883.5,6908.5,6768.5,6835.0,7958.90018214
2020-04-12,6835.5,7199.0,6551.0,6704.5,29788.09717919
2020-04-13,6704.5,6933.5,6608.5,6827.0,20347.71603334
2020-04-14,6827.0,6988.5,6768.5,6869.0,13731.6269029
2020-04-15,6869.0,7003.0,6465.0,6898.0,32759.46143833
2020-04-16,6900.0,7222.0,6881.0,7057.5,34841.89846875
2020-04-17,7056.5,7152.5,6994.0,7106.0,12109.72333535
2020-04-18,7106.0,7305.0,7063.0,7153.0,14599.76141419
2020-04-19,7153.0,7229.0,7060.0,7194.0,10831.59444883
2020-04-20,7193.5,7194.5,6754.0,6888.0,26699.57729767
2020-04-21,6888.0,6967.5,6768.5,6945.0,15714.46794628
2020-04-22,6945.0,7191.0,6928.5,7065.5,18034.20216292
2020-04-23,7065.0,7785.0,7051.5,7584.5,35942.83994646
2020-04-24,7584.0,7615.5,7398.0,7561.5,15634.54283877
2020-04-25,7561.5,7727.5,7485.0,7551.0,12238.45074206
2020-04-26,7551.0,7819.0,7481.0,7703.0,20785.46421766
2020-04-27,7703.0,7794.5,7631.0,7714.0,9727.95244042
2020-04-28,7714.5,7982.0,7670.0,7960.5,16637.39177046
2020-04-29,7961.0,9474.5,7945.0,9186.0,89389.65928995
2020-04-30,9186.0,9233.0,8409.0,8778.0,53404.9449914
2020-05-01,8778.5,9070.0,8658.5,8807.5,25018.88285636
2020-05-02,8807.0,9200.0,8778.0,8992.5,20774.49159636
2020-05-03,8992.0,9147.5,8533.0,8657.0,25170.14187851
2020-05-04,8657.0,9126.5,8599.5,9027.5,18553.80137745
2020-05-05,9027.0,9082.0,8769.0,9033.0,20992.95563277
2020-05-06,9033.5,9422.5,9006.0,9320.5,32872.76598458
2020-05-07,9320.5,10081.5,9255.0,9834.5,53219.60931312
2020-05-08,9834.0,10032.5,9573.5,9608.0,26319.45850912
2020-05-09,9608.0,9798.5,8067.5,8817.0,65656.82225854
2020-05-10,8816.5,8909.0,8255.5,8667.5,36651.61499283
2020-05-11,8667.5,9168.0,8158.5,8655.0,72367.7645523
2020-05-12,8655.0,8979.0,8637.5,8872.0,23252.05294684
2020-05-13,8872.0,9550.0,8831.0,9515.0,24481.23440237
2020-05-14,9514.0,9965.5,9232.5,9676.5,49663.46295311
2020-05-15,9676.5,9710.5,9105.0,9387.0,32868.71826495
2020-05-16,9386.0,9574.5,9267.0,9542.5,13107.51737311
2020-05-17,9542.5,9980.0,9459.5,9787.0,26806.29702339
2020-05-18,9787.0,9796.5,9457.0,9565.0,27918.25509259
2020-05-19,9565.0,9907.0,9550.0,9765.5,26040.94095217
2020-05-20,9765.0,9810.0,9290.0,9446.0,23930.93818999
2020-05-21,9446.5,9492.5,8800.0,9071.0,43047.7426144
2020-05-22,9070.5,9309.0,9036.5,9257.0,15927.71278484
2020-05-23,9256.5,9301.5,9083.0,9264.0,10414.82383608
2020-05-24,9264.0,9301.0,8619.5,8857.5,24902.81761731
2020-05-25,8857.5,8973.0,8663.5,8958.5,17788.77012602
2020-05-26,8958.5,9018.5,8686.0,8843.0,15653.93276602
2020-05-27,8843.0,9294.0,8843.0,9147.5,20821.09212896
2020-05-28,9147.5,9627.5,9112.5,9526.0,20682.00772892
2020-05-29,9526.0,9604.5,9327.0,9532.0,18714.85091146
2020-05-30,9532.0,9748.0,9402.5,9562.5,13139.98844673
2020-05-31,9562.0,9641.5,9381.5,9567.0,12895.68739766
2020-06-01,9566.5,10424.0,9495.5,10125.5,36601.3779596
2020-06-02,10125.0,10188.0,9232.0,9508.0,35772.94296162
2020-06-03,9507.5,9699.0,9488.0,9648.0,13738.12975609
2020-06-04,9648.0,9896.5,9458.0,9782.5,19813.70093101
2020-06-05,9782.0,9863.0,9532.0,9604.0,19428.16668984
2020-06-06,9604.5,9740.0,9578.0,9657.0,7059.0745369
2020-06-07,9656.5,9828.0,9374.0,9734.0,18774.51145551
2020-06-08,9734.0,9897.5,9564.5,9686.5,18815.70432186
2020-06-09,9686.5,9848.0,9624.5,9754.0,12400.76135153
2020-06-10,9754.0,10023.5,9686.0,9798.5,23849.96985353
2020-06-11,9798.5,9825.0,9046.0,9426.5,29577.52863242
2020-06-12,9426.5,9548.0,9302.5,9442.0,12363.36593439
2020-06-13,9442.0,9496.0,9345.5,9410.5,6580.20799413
2020-06-14,9410.5,9445.0,8896.0,9104.0,20990.270177
2020-06-15,9103.5,9598.0,9037.5,9507.0,18918.85795074
2020-06-16,9507.5,9590.0,9398.0,9513.0,10828.71641155
2020-06-17,9513.0,9568.0,9234.0,9431.0,13536.99199883
2020-06-18,9431.0,9480.0,9231.0,9288.0,10599.35315737
2020-06-19,9288.0,9439.0,9247.0,9296.5,9881.87973654
2020-06-20,9296.5,9436.5,9160.5,9370.5,7761.01941988
2020-06-21,9370.5,9454.0,9268.5,9422.5,8035.6686667
2020-06-22,9422.5,9800.0,9409.0,9665.0,14030.24455169
2020-06-23,9664.5,9696.0,9493.5,9505.5,10667.68365626
2020-06-24,9505.5,9542.0,8988.0,9160.0,23740.19565519
2020-06-25,9160.0,9337.0,9048.0,9115.5,17508.87111877
2020-06-26,9115.0,9240.0,9021.0,9162.0,11755.63379991
2020-06-27,9162.5,9220.5,8815.0,9020.0,15113.76845006
2020-06-28,9019.5,9186.5,8996.0,9084.5,8073.0203939
2020-06-29,9085.0,9232.0,9016.0,9136.0,8815.06697192
2020-06-30,9136.0,9186.5,9053.5,9138.5,7571.07993859
2020-07-01,9139.0,9301.5,9134.0,9211.0,10696.64653618
2020-07-02,9211.0,9256.0,8936.0,9100.5,14747.89734803
2020-07-03,9101.0,9125.0,9038.5,9076.5,4873.92558043
2020-07-04,9076.5,9200.5,9038.0,9063.0,6081.01889172
2020-07-05,9063.0,9243.0,8901.0,9199.5,9366.08648801
2020-07-06,9199.5,9386.0,9170.0,9265.5,11030.40348604
2020-07-07,9265.0,9323.5,9206.5,9288.5,6621.86251882
2020-07-08,9288.5,9483.0,9271.0,9406.5,11264.01263504
2020-07-09,9406.0,9433.5,9125.0,9147.0,13351.77584089
2020-07-10,9147.0,9328.0,9146.5,9274.5,6707.33019624
2020-07-11,9274.0,9299.5,9187.0,9260.0,3803.18650622
2020-07-12,9260.5,9352.0,9156.0,9274.5,7177.23316875
2020-07-13,9274.5,9359.0,9146.5,9184.0,9267.16991066
2020-07-14,9184.0,9278.0,9106.0,9232.5,7890.20051357
2020-07-15,9232.5,9247.5,9072.0,9114.0,8753.3201863
2020-07-16,9114.0,9149.5,9030.0,9100.5,7956.74937982
2020-07-17,9100.0,9185.0,9094.0,9139.0,6018.64275298
2020-07-18,9139.0,9217.0,9132.0,9155.0,4485.23856593
2020-07-19,9155.5,9259.5,9107.5,9185.5,5937.89542482
2020-07-20,9185.0,9378.5,9136.0,9329.5,10129.76704841
2020-07-21,9330.0,9446.0,9287.0,9311.0,12667.95266103
2020-07-22,9311.0,9581.0,9307.5,9513.0,12231.19056531
2020-07-23,9513.0,9690.0,9462.0,9525.0,16051.0673977
2020-07-24,9524.5,9652.5,9505.0,9586.5,11081.45079985
2020-07-25,9586.0,9758.0,9572.0,9735.0,8930.02466027
2020-07-26,9735.5,10367.0,9723.0,10175.5,37143.09650033
2020-07-27,10175.5,11444.0,10141.0,10909.0,66560.30665788
2020-07-28,10908.5,11211.0,10600.0,11039.0,35689.14668861
2020-07-29,11039.0,11364.5,10910.0,10958.0,28383.68920893
2020-07-30,10957.5,11200.0,10838.5,11168.5,18123.88399394
2020-07-31,11168.0,11783.0,11120.0,11677.0,31233.30591666
2020-08-01,11676.5,12145.0,10480.0,11332.5,37025.33044533
2020-08-02,11332.5,11350.5,10931.5,11208.0,23953.1946476
2020-08-03,11207.5,11483.0,11130.0,11307.5,20294.15169656
2020-08-04,11307.5,11332.0,11066.0,11285.5,16862.62303606
2020-08-05,11285.5,11823.5,11285.5,11654.5,26144.88915333
2020-08-06,11654.5,11929.0,11637.5,11800.0,20566.68661162
2020-08-07,11800.0,11858.0,11341.5,11600.5,22036.47626717
2020-08-08,11600.5,11823.0,11583.5,11715.0,9260.57191694
2020-08-09,11715.0,12098.0,11537.5,11997.0,14541.98654304
2020-08-10,11997.5,12030.5,11506.5,11764.0,23850.74992626
2020-08-11,11764.0,11777.5,11131.5,11451.0,38824.08065866
2020-08-12,11451.5,11665.5,11434.5,11537.0,13667.99476172
2020-08-13,11537.0,11859.0,11279.0,11729.5,23288.79847822
2020-08-14,11730.0,12004.5,11661.0,11909.5,13595.8552461
2020-08-15,11910.0,11990.0,11680.0,11882.5,13332.1608479
2020-08-16,11882.5,11957.0,11701.5,11827.5,12313.26637274
2020-08-17,11827.5,12497.0,11768.5,12274.5,32331.65661327
2020-08-18,12275.0,12307.0,11616.5,11821.5,31892.2667761
2020-08-19,11822.5,11921.5,11572.5,11705.0,17003.5923169
2020-08-20,11705.0,11891.0,11692.5,11845.5,9053.00874484
2020-08-21,11846.0,11846.0,11380.0,11587.5,20233.25978753
2020-08-22,11587.0,11691.0,11558.5,11627.0,5440.74164707
2020-08-23,11626.5,11787.0,11535.0,11764.5,7306.35054751
2020-08-24,11764.5,11838.0,11555.5,11588.0,10461.85878293
2020-08-25,11588.0,11660.5,11111.0,11350.5,30734.86142863
2020-08-26,11349.0,11555.0,11249.5,11379.0,17174.10218673
2020-08-27,11378.5,11608.5,11128.5,11381.5,26243.90386093
2020-08-28,11381.5,11592.0,11366.0,11571.0,8948.415882
2020-08-29,11571.5,11668.5,11423.5,11605.5,6154.99754547
2020-08-30,11605.5,11737.0,11565.0,11631.5,6575.97622167
2020-08-31,11631.5,11960.5,11521.5,11944.0,14573.49162221
2020-09-01,11944.0,12071.5,11735.5,11739.5,17379.74875833
2020-09-02,11739.0,11767.0,11173.5,11414.5,25921.76487916
2020-09-03,11414.0,11490.0,9960.0,10302.0,63849.73426899
2020-09-04,10302.5,10640.0,9888.0,10409.5,41860.15115417
2020-09-05,10408.5,10408.5,9824.5,10237.5,35805.12552723
2020-09-06,10237.0,10349.5,10051.5,10121.0,12822.29705368
2020-09-07,10120.5,10446.5,9877.5,10271.5,24285.88692954
2020-09-08,10274.5,10344.5,9844.0,10192.5,37252.46997912
2020-09-09,10195.0,10433.0,10143.0,10282.0,16985.11880323
2020-09-10,10282.0,10499.5,10204.5,10258.0,15725.91640968
2020-09-11,10257.5,10408.5,10255.5,10348.5,7323.367902
2020-09-12,10348.5,10583.0,10279.5,10546.0,5999.28919519
2020-09-13,10545.5,10562.5,10213.5,10406.5,10493.46668125
2020-09-14,10406.0,10839.5,10331.0,10748.0,14912.3598676
2020-09-15,10748.0,10955.0,10618.5,10925.5,16685.11394352
2020-09-16,10925.0,11110.0,10837.0,10898.0,17307.43023976
2020-09-17,10897.5,10994.0,10749.0,10967.0,13035.90122217
2020-09-18,10967.0,11053.5,10820.5,10911.0,9886.37194749
2020-09-19,10911.0,11191.5,10900.0,10968.0,9777.74719408
2020-09-20,10968.0,10998.0,10760.5,10907.5,11202.86508596
2020-09-21,10907.5,10918.0,10287.5,10376.5,22225.18000051
2020-09-22,10377.0,10575.0,10377.0,10429.5,10764.46124562
2020-09-23,10429.5,10538.5,10132.0,10338.5,14660.38138457
2020-09-24,10339.5,10800.0,10285.5,10687.5,18093.5104511
2020-09-25,10687.0,10846.0,10561.0,10720.5,12026.79348954
2020-09-26,10720.5,10800.0,10623.0,10675.5,6017.0470613
2020-09-27,10675.5,10966.5,10601.0,10865.0,8611.17292547
2020-09-28,10865.0,10952.5,10630.0,10725.5,10928.91851568
2020-09-29,10725.0,10867.5,10636.0,10704.0,11078.46614755
2020-09-30,10704.0,10859.0,10665.0,10833.5,8411.46833297
2020-10-01,10833.5,10980.0,10380.0,10487.5,22925.80690354
2020-10-02,10488.0,10603.0,10381.5,10533.0,11312.63992017
2020-10-03,10533.0,10645.0,10507.0,10612.5,4721.4273932
2020-10-04,10612.5,10751.0,10572.0,10695.0,8338.20577249
2020-10-05,10695.0,10809.0,10660.0,10719.0,8984.45490074
2020-10-06,10718.5,10764.0,10526.0,10620.0,17715.61198703
2020-10-07,10620.0,10683.0,10571.0,10594.5,10287.21637882
2020-10-08,10594.5,10971.5,10534.5,10904.5,19659.0882649
2020-10-09,10905.0,11518.0,10879.5,11397.5,18194.56227482
2020-10-10,11397.5,11424.0,11250.5,11367.5,9257.24030841
2020-10-11,11368.0,11454.5,11282.0,11384.0,7555.2751208
2020-10-12,11384.0,11743.5,11166.0,11464.0,26742.37644944
2020-10-13,11463.0,11570.0,11317.0,11424.5,13445.4698135
2020-10-14,11424.5,11568.0,11289.5,11410.5,11745.26098011
2020-10-15,11410.0,11644.5,11188.0,11322.0,22439.15647842
2020-10-16,11322.0,11402.0,11220.0,11350.5,8917.32811762
2020-10-17,11351.0,11472.5,11256.5,11459.5,6319.9457132
2020-10-18,11460.0,11546.5,11406.5,11466.0,5395.3055438
2020-10-19,11466.5,11937.5,11454.0,11745.0,23508.97116173
2020-10-20,11743.0,12323.5,11712.0,12216.5,31846.88572801
2020-10-21,12216.0,13256.0,12147.5,12768.0,47542.86206413
2020-10-22,12767.0,13215.0,12704.5,12901.5,29455.01945935
2020-10-23,12901.5,13050.0,12750.0,12944.5,13902.34025815
2020-10-24,12946.0,13381.5,12907.0,13042.5,14375.14408095
2020-10-25,13042.0,13164.0,12910.0,13045.5,9763.99910404
2020-10-26,13047.0,13270.0,12770.0,13155.0,29792.61654665
2020-10-27,13155.5,13869.0,13100.0,13678.5,46726.65342005
2020-10-28,13678.5,13718.5,12890.0,13144.0,37598.08352155
2020-10-29,13144.0,13680.0,12985.0,13228.5,43935.00254748
2020-10-30,13229.0,13758.0,13160.0,13596.0,27423.92773823
2020-10-31,13596.0,14210.0,13507.0,13814.5,29626.64667962
2020-11-01,13813.0,13878.0,13655.0,13755.5,19988.6816259
2020-11-02,13756.5,13756.5,13216.0,13454.0,35421.18393237
2020-11-03,13452.0,14096.0,13416.5,13615.0,37613.97596251
2020-11-04,13614.5,14540.5,13591.0,14514.0,35078.9510082
2020-11-05,14514.5,15994.0,14376.0,15786.5,67064.23320349
2020-11-06,15786.5,15794.0,15208.5,15481.0,37216.71450605
2020-11-07,15481.5,15622.5,14375.0,14959.5,32722.33220618
2020-11-08,14959.5,15680.0,14932.0,15332.0,21362.38615724
2020-11-09,15333.0,15883.0,14833.5,15297.0,46627.50720291
2020-11-10,15297.0,15559.5,15081.0,15430.0,18023.95974375
2020-11-11,15430.0,16042.5,15400.5,15888.5,28434.41391584
2020-11-12,15889.0,16511.5,15619.0,16294.0,47616.19273795
2020-11-13,16294.0,16399.0,15973.0,16105.0,21432.20256949
2020-11-14,16105.0,16158.0,15723.5,16051.0,15477.91740147
2020-11-15,16052.0,16324.5,15795.0,16268.5,14122.13335113
2020-11-16,16268.5,16914.5,16202.5,16772.0,25618.35828271
2020-11-17,16771.5,18523.0,16654.5,18110.0,61741.30070096
2020-11-18,18110.0,18308.0,17285.5,17672.5,54077.7203081
2020-11-19,17672.5,18459.0,17357.5,18252.5,31537.45909691
2020-11-20,18254.0,19003.0,18126.0,18688.5,29341.65952961
2020-11-21,18689.0,18950.0,18293.0,18523.0,18948.37326834
2020-11-22,18523.0,18720.0,17646.0,18494.0,27217.73737738
2020-11-23,18487.5,18830.0,18075.0,18405.5,28849.64481743
2020-11-24,18405.5,19468.0,18405.5,19006.0,37238.44388528
2020-11-25,19006.0,19565.0,17178.5,17632.0,49214.79247288
2020-11-26,17632.5,17632.5,16215.0,17104.5,63069.44414073
2020-11-27,17105.0,17204.0,16466.5,17038.0,28989.22620416
2020-11-28,17038.5,17923.5,16887.5,17845.5,15995.51702719
2020-11-29,17844.5,18707.0,17832.0,18653.0,14531.20130675
2020-11-30,18652.5,19958.0,18355.0,19551.0,40018.63959629
2020-12-01,19548.0,19981.0,18120.0,19140.0,60839.04254414
2020-12-02,19143.0,19365.5,18756.0,19223.5,23056.99461198
2020-12-03,19223.0,19650.0,19134.0,19332.5,18016.71613025
2020-12-04,19331.0,19490.0,18487.0,18939.5,21672.76469092
2020-12-05,18939.0,19369.0,18934.0,19255.0,6251.67335858
2020-12-06,19256.0,19460.0,18887.5,19399.5,9132.193246
2020-12-07,19400.0,19406.5,18919.0,19164.0,13472.01806257
2020-12-08,19163.5,19181.5,17865.5,17928.5,32133.6206866
2020-12-09,17929.5,18640.0,17643.5,18347.5,22335.97249874
2020-12-10,18347.0,18490.5,17680.5,17790.0,25760.96264302
2020-12-11,17789.0,18411.0,17562.5,18393.0,16309.46910632
2020-12-12,18393.5,19321.0,18335.0,19273.0,11158.94225286
2020-12-13,19273.0,19439.0,19006.0,19171.5,12449.37553539
2020-12-14,19172.0,19597.5,19046.0,19208.5,12640.86434586
2020-12-15,19208.5,19579.5,19078.0,19442.0,12248.2835805
2020-12-16,19441.5,22528.0,19395.5,22518.5,44460.01660459
2020-12-17,22517.5,23840.0,22328.0,23108.5,56059.80777222
2020-12-18,23113.5,23332.0,22376.5,22920.0,17283.5315012
2020-12-19,22920.0,24273.0,22781.0,23668.0,24847.38003862
2020-12-20,23666.5,24353.0,23140.0,24021.5,22343.39912291
2020-12-21,24022.5,24113.0,21930.0,22669.0,42301.04116205
2020-12-22,22669.0,24080.5,22400.0,23579.0,23519.1983954
2020-12-23,23579.0,24175.0,22634.0,23176.0,33500.62718249
2020-12-24,23179.0,23820.0,23027.0,23678.5,17653.80211861
2020-12-25,23678.0,25075.0,23645.0,24813.0,24259.83625167
2020-12-26,24813.0,27793.0,24579.0,27639.0,31224.2349317
2020-12-27,27643.5,28407.5,25816.5,26989.0,48789.70043414
2020-12-28,26990.0,27490.0,25877.0,26395.0,23310.88783251
2020-12-29,26398.0,28620.0,26231.5,28401.5,32644.19702096
2020-12-30,28407.5,29346.0,27376.5,29200.0,31175.60515331
2020-12-31,29200.0,29550.0,27900.0,29186.0,24346.91945743
2021-01-01,29186.5,29929.5,28711.5,29850.0,16514.78077693
2021-01-02,29850.0,34860.0,29533.0,34520.0,55062.46068877
2021-01-03,34503.5,34723.5,31825.0,32238.0,49007.33119301
2021-01-04,32238.5,32898.5,27855.0,30836.5,86815.45424589
2021-01-05,30844.5,35959.0,30842.0,34838.0,53147.7132545
2021-01-06,34838.0,37895.0,33733.5,36944.0,45668.02643043
2021-01-07,36962.0,40574.0,36382.0,38966.5,60473.87660805
2021-01-08,38963.5,42133.0,38276.0,39696.5,59913.23920891
2021-01-09,39688.0,41570.5,39338.5,41149.5,26832.339868
2021-01-10,41161.5,41260.5,32300.0,34405.5,77503.44712904
2021-01-11,34405.5,36732.5,30398.0,36495.0,97897.80801114
2021-01-12,36494.5,36588.0,32366.0,35006.5,58652.14455155
2021-01-13,34992.0,38665.0,34050.0,38275.0,33268.45710398
2021-01-14,38264.5,40172.5,37575.5,38499.0,30055.01134164
2021-01-15,38500.0,38792.0,34411.0,36606.5,37742.75979867
2021-01-16,36607.0,37983.5,34550.5,34780.0,18948.73581836
2021-01-17,34786.5,36878.0,33844.5,36136.0,24126.4690068
2021-01-18,36129.5,37513.0,35472.5,37260.0,21722.20636479
2021-01-19,37274.0,37904.0,34735.5,35701.0,27189.42669721
2021-01-20,35691.5,35973.0,33404.0,34622.5,35517.55426205
2021-01-21,34634.5,34681.5,28825.0,30774.0,78784.26161754
2021-01-22,30768.0,33843.5,30458.0,32979.5,37259.52912456
2021-01-23,32986.0,33167.5,31444.0,32824.0,18313.90879886
2021-01-24,32823.5,33825.5,30962.0,33402.0,18642.52494642
2021-01-25,33404.0,34888.0,31124.0,31663.5,32829.67084859
2021-01-26,31670.5,32947.5,30836.5,31791.0,25355.05890047
2021-01-27,31788.0,31927.5,29201.0,31204.0,45485.46593356
2021-01-28,31213.5,34425.0,30861.0,32313.5,40635.44974329
2021-01-29,32305.5,38711.0,32065.0,34039.5,89885.51546647
2021-01-30,34029.5,34812.0,33481.5,33629.5,19106.17246784
2021-01-31,33639.0,34479.0,32181.0,33849.0,26561.23847557
2021-02-01,33847.5,34750.0,33150.0,34275.0,20994.23087671
2021-02-02,34279.0,36922.5,34157.0,36397.0,24630.14807651
2021-02-03,36390.5,38434.5,35609.0,37940.5,19509.90387876
2021-02-04,37945.0,38852.0,36250.0,37755.0,22774.95885407
2021-02-05,37760.5,39771.0,37252.5,39454.5,21033.70229117
2021-02-06,39449.0,41033.0,38006.5,39106.5,21944.3085351
2021-02-07,39097.0,39784.5,37387.0,39344.5,18569.44105831
2021-02-08,39345.0,48307.5,38937.0,47691.5,58465.92122254
2021-02-09,47679.5,48080.5,45030.5,46715.0,24240.36592722
2021-02-10,46715.5,47450.0,43781.0,44791.0,24131.63657311
2021-02-11,44791.0,49178.0,44574.0,47479.5,33897.62444417
2021-02-12,47474.0,48325.0,46209.0,47126.0,17794.27342741
