Variable,T Return,Mean,Std,Skewness,Kurtosis,5% Quantile,25% Quantile,Median,75% Quantile,95% Quantile,T-1 Return,T-2 Return,T-3 Return,T-4 Return,Fear and Greed Index,VIX
T Return,1.0,0.009722967425601955,-0.0006000575996703953,0.14420863377000995,0.09740628258874715,0.011530267979303127,0.009878591141528847,0.009433840310208823,0.009026848149151953,0.009279973567148563,0.06492671942695222,0.04453281772333969,0.010389214005279038,0.05294407944583145,0.090713053830739,-0.029649294401162984
Mean,0.009722967425601955,1.0,0.7929029163204381,-0.14882215537994908,-0.16356651093409327,0.9971977890594839,0.999622566209451,0.9999911393421212,0.999715627480704,0.9976926124246552,0.05499800053877019,0.0352062674987832,0.04024801762557597,0.015972962328593375,0.36400572302567685,-0.28871748539562997
Std,-0.0006000575996703953,0.7929029163204381,1.0,-0.0746234627549643,0.05155031956109143,0.7453629927363941,0.77603236989748,0.7917845137893267,0.8069996959286017,0.8322989482486535,0.0826618348144351,0.06284389259307045,0.10846703346178471,0.08165505196785634,0.3646959942241675,-0.17489269383256165
Skewness,0.14420863377000995,-0.14882215537994908,-0.0746234627549643,1.0,0.5050191842997279,-0.14720710502342083,-0.15209304236791965,-0.1519608505009808,-0.1494082049056743,-0.13912941639716178,0.28111096151555515,0.16551786834687546,0.09639566577690638,0.13659337017888848,0.3016118412716544,-0.1199373153557126
Kurtosis,0.09740628258874715,-0.16356651093409327,0.05155031956109143,0.5050191842997279,1.0,-0.18151952789827183,-0.1699677495257541,-0.1654105937358286,-0.1594761518950447,-0.1416772983191902,0.22050413661740176,0.05240328845555981,0.12862206723889036,0.23223916791645255,0.2826446970883513,0.10108405927067551
5% Quantile,0.011530267979303127,0.9971977890594839,0.7453629927363941,-0.14720710502342083,-0.18151952789827183,1.0,0.9988364621467679,0.9972948296041239,0.995140128247649,0.9899081769767394,0.05252068321255198,0.032170678488463535,0.03153922729465887,0.008837030436284378,0.356371327695354,-0.2956532576428897
25% Quantile,0.009878591141528847,0.999622566209451,0.77603236989748,-0.15209304236791965,-0.1699677495257541,0.9988364621467679,1.0,0.9996692405667785,0.9986938068158379,0.9954649139711829,0.053172856893349385,0.03309728341105823,0.036994466856492866,0.013297799794540257,0.360562214888362,-0.2907224931567178
Median,0.009433840310208823,0.9999911393421212,0.7917845137893267,-0.1519608505009808,-0.1654105937358286,0.9972948296041239,0.9996692405667785,1.0,0.9996743708270036,0.9975394116706595,0.05381001907703794,0.03446831268424628,0.03961124793560883,0.015258294652688617,0.36262004651948326,-0.28838557300185813
75% Quantile,0.009026848149151953,0.999715627480704,0.8069996959286017,-0.1494082049056743,-0.1594761518950447,0.995140128247649,0.9986938068158379,0.9996743708270036,1.0,0.9989857442328607,0.055463622741010514,0.036245762586989264,0.04282691320198701,0.017738888632374647,0.3654145659560178,-0.2862030386995679
95% Quantile,0.009279973567148563,0.9976926124246552,0.8322989482486535,-0.13912941639716178,-0.1416772983191902,0.9899081769767394,0.9954649139711829,0.9975394116706595,0.9989857442328607,1.0,0.0606160332461722,0.0398597352931876,0.04919325625414913,0.02414534387554571,0.37310014832493965,-0.28277449943589195
T-1 Return,0.06492671942695222,0.05499800053877019,0.0826618348144351,0.28111096151555515,0.22050413661740176,0.05252068321255198,0.053172856893349385,0.05381001907703794,0.055463622741010514,0.0606160332461722,1.0,0.0020366163701562925,-0.0643213940038981,-0.057228151025433376,0.34363249273029745,-0.012675910082638043
T-2 Return,0.04453281772333969,0.0352062674987832,0.06284389259307045,0.16551786834687546,0.05240328845555981,0.032170678488463535,0.03309728341105823,0.03446831268424628,0.036245762586989264,0.0398597352931876,0.0020366163701562925,1.0,-0.046381926742035666,-0.024421096673249185,0.3061347021498039,-0.2721347770119505
T-3 Return,0.010389214005279038,0.04024801762557597,0.10846703346178471,0.09639566577690638,0.12862206723889036,0.03153922729465887,0.036994466856492866,0.03961124793560883,0.04282691320198701,0.04919325625414913,-0.0643213940038981,-0.046381926742035666,1.0,0.03588578330273087,0.2783504417753571,-0.09926881334750896
T-4 Return,0.05294407944583145,0.015972962328593375,0.08165505196785634,0.13659337017888848,0.23223916791645255,0.008837030436284378,0.013297799794540257,0.015258294652688617,0.017738888632374647,0.02414534387554571,-0.057228151025433376,-0.024421096673249185,0.03588578330273087,1.0,0.24972669108667545,-0.01552829662973021
Fear and Greed Index,0.090713053830739,0.36400572302567685,0.3646959942241675,0.3016118412716544,0.2826446970883513,0.356371327695354,0.360562214888362,0.36262004651948326,0.3654145659560178,0.37310014832493965,0.34363249273029745,0.3061347021498039,0.2783504417753571,0.24972669108667545,1.0,-0.4180948712231716
VIX,-0.029649294401162984,-0.28871748539562997,-0.17489269383256165,-0.1199373153557126,0.10108405927067551,-0.2956532576428897,-0.2907224931567178,-0.28838557300185813,-0.2862030386995679,-0.28277449943589195,-0.012675910082638043,-0.2721347770119505,-0.09926881334750896,-0.01552829662973021,-0.4180948712231716,1.0
