,index_price
2020-01-01,7184.22
2020-01-02,6951.65
2020-01-03,7275.21
2020-01-04,7326.61
2020-01-05,7343.07
2020-01-06,7763.28
2020-01-07,8198.21
2020-01-08,8026.28
2020-01-09,7808.67
2020-01-10,8175.37
2020-01-11,8011.76
2020-01-12,8149.34
2020-01-13,8122.03
2020-01-14,8832.57
2020-01-15,8797.86
2020-01-16,8712.64
2020-01-17,8917.28
2020-01-18,8933.16
2020-01-19,8694.25
2020-01-20,8626.45
2020-01-21,8740.56
2020-01-22,8641.28
2020-01-23,8385.26
2020-01-24,8418.62
2020-01-25,8356.41
2020-01-26,8587.11
2020-01-27,8897.76
2020-01-28,9382.96
2020-01-29,9303.1
2020-01-30,9481.37
2020-01-31,9329.47
2020-02-01,9381.78
2020-02-02,9329.47
2020-02-03,9289.17
2020-02-04,9165.62
2020-02-05,9619.03
2020-02-06,9731.65
2020-02-07,9806.15
2020-02-08,9918.8
2020-02-09,10163.72
2020-02-10,9837.79
2020-02-11,10288.79
2020-02-12,10365.47
2020-02-13,10240.33
2020-02-14,10368.2
2020-02-15,9920.4
2020-02-16,9931.08
2020-02-17,9706.92
2020-02-18,10192.55
2020-02-19,9612.38
2020-02-20,9621.99
2020-02-21,9696.39
2020-02-22,9669.78
2020-02-23,9994.4
2020-02-24,9645.63
2020-02-25,9352.84
2020-02-26,8817.37
2020-02-27,8811.06
2020-02-28,8701.07
2020-02-29,8530.17
2020-03-01,8531.19
2020-03-02,8903.67
2020-03-03,8773.88
2020-03-04,8757.77
2020-03-05,9071.12
2020-03-06,9151.62
2020-03-07,8898.88
2020-03-08,8032.2
2020-03-09,7936.11
2020-03-10,7885.0
2020-03-11,7941.22
2020-03-12,4879.3
2020-03-13,5626.11
2020-03-14,5179.92
2020-03-15,5351.76
2020-03-16,5025.95
2020-03-17,5336.43
2020-03-18,5408.53
2020-03-19,6180.82
2020-03-20,6195.63
2020-03-21,6181.17
2020-03-22,5814.7
2020-03-23,6505.04
2020-03-24,6762.15
2020-03-25,6708.48
2020-03-26,6752.76
