,index_price
2020-11-23,18410.67
2020-11-24,19090.99
2020-11-25,18621.42
2020-11-26,17025.55
2020-11-27,17008.48
2020-11-28,17762.03
2020-11-29,18348.18
2020-11-30,19748.43
2020-12-01,18817.2
2020-12-02,19235.7
2020-12-03,19466.48
2020-12-04,18644.59
2020-12-05,19065.51
2020-12-06,19314.87
2020-12-07,19200.5
2020-12-08,18360.39
2020-12-09,18266.67
2020-12-10,18378.52
2020-12-11,17980.46
2020-12-12,18818.94
2020-12-13,19172.84
2020-12-14,19271.61
2020-12-15,19398.89
2020-12-16,21365.47
2020-12-17,22821.46
2020-12-18,22943.83
2020-12-19,23888.43
2020-12-20,23590.37
2020-12-21,22728.36
2020-12-22,23791.36
2020-12-23,23317.79
2020-12-24,23727.0
2020-12-25,24439.95
2020-12-26,26436.29
2020-12-27,26581.82
2020-12-28,26903.37
2020-12-29,27249.83
2020-12-30,28858.53
2020-12-31,29171.83
2021-01-01,29365.05
2021-01-02,32246.18
2021-01-03,33008.39
2021-01-04,31830.01
2021-01-05,33945.33
2021-01-06,36844.83
2021-01-07,39103.99
2021-01-08,40659.19
2021-01-09,40253.53
2021-01-10,38942.35
2021-01-11,35498.15
2021-01-12,33913.95
2021-01-13,37045.5
2021-01-14,39207.9
2021-01-15,36764.7
2021-01-16,35507.91
2021-01-17,35758.25
2021-01-18,36484.82
2021-01-19,36232.44
2021-01-20,34922.5
2021-01-21,31448.95
2021-01-22,33601.14
2021-01-23,32117.73
2021-01-24,32236.94
2021-01-25,32312.65
2021-01-26,32552.87
2021-01-27,30169.1
2021-01-28,33313.9
2021-01-29,34085.35
2021-01-30,34453.37
2021-01-31,33100.36
2021-02-01,33622.7
2021-02-02,35519.52
2021-02-03,37391.21
2021-02-04,37538.33
2021-02-05,37891.01
2021-02-06,39261.32
2021-02-07,38996.0
2021-02-08,46516.14
2021-02-09,46525.66
2021-02-10,45310.58
2021-02-11,46853.54
2021-02-12,47406.64
2021-02-13,47282.23
2021-02-14,48824.13
2021-02-15,47937.23
2021-02-16,49153.13
2021-02-17,52132.34
2021-02-18,51651.51
2021-02-19,55773.91
2021-02-20,55728.7
2021-02-21,57623.46
2021-02-22,54293.41
2021-02-23,48909.84
2021-02-24,49455.6
2021-02-25,46885.07
2021-02-26,45175.32
2021-02-27,45199.91
2021-02-28,45657.2
2021-03-01,48517.86
2021-03-02,47312.45
2021-03-03,50682.14
2021-03-04,48475.91
2021-03-05,48907.8
2021-03-06,48732.81
2021-03-07,51357.56
2021-03-08,51696.46
2021-03-09,54639.57
2021-03-10,56406.82
2021-03-11,57785.46
2021-03-12,57236.21
2021-03-13,61252.23
2021-03-14,60386.14
2021-03-15,55627.37
2021-03-16,56886.64
2021-03-17,58618.73
2021-03-18,57661.44
2021-03-19,58092.88
2021-03-20,58062.82
2021-03-21,57789.5
2021-03-22,54648.54
2021-03-23,54369.74
2021-03-24,52345.04
2021-03-25,51294.94
2021-03-26,55012.69
2021-03-27,56412.87
2021-03-28,55286.38
2021-03-29,57649.61
2021-03-30,58874.97
2021-03-31,58855.82
2021-04-01,58865.66
2021-04-02,59181.67
2021-04-03,57158.31
2021-04-04,58159.52
2021-04-05,58971.14
2021-04-06,58041.87
2021-04-07,56455.59
2021-04-08,57966.93
2021-04-09,58101.68
2021-04-10,59375.78
2021-04-11,59842.28
2021-04-12,59911.65
2021-04-13,63543.63
2021-04-14,62897.18
2021-04-15,63259.78
2021-04-16,61783.92
2021-04-17,60369.68
2021-04-18,56484.52
2021-04-19,56066.77
2021-04-20,56488.36
2021-04-21,53825.94
2021-04-22,51744.07
2021-04-23,51132.35
2021-04-24,50090.6
2021-04-25,48978.47
2021-04-26,54070.56
2021-04-27,54913.9
2021-04-28,54781.76
2021-04-29,53529.49
2021-04-30,57751.7
2021-05-01,57990.2
2021-05-02,56475.23
2021-05-03,57237.97
2021-05-04,53239.04
2021-05-05,57337.56
2021-05-06,56517.26
2021-05-07,57238.91
2021-05-08,58652.69
2021-05-09,58240.85
2021-05-10,56066.34
2021-05-11,56633.33
2021-05-12,48683.03
2021-05-13,49407.16
2021-05-14,50022.75
2021-05-15,46792.8
2021-05-16,46233.95
2021-05-17,43715.99
2021-05-18,43118.95
2021-05-19,37183.09
2021-05-20,40797.01
2021-05-21,37316.31
2021-05-22,37478.99
2021-05-23,34931.03
2021-05-24,38780.89
2021-05-25,38247.98
2021-05-26,39313.45
2021-05-27,38509.41
2021-05-28,35687.84
2021-05-29,34831.08
2021-05-30,35640.69
2021-05-31,37463.58
2021-06-01,36798.42
2021-06-02,37862.71
2021-06-03,39234.76
2021-06-04,36559.66
2021-06-05,35315.02
2021-06-06,35708.52
2021-06-07,33543.77
2021-06-08,33498.94
2021-06-09,37075.35
2021-06-10,36893.07
2021-06-11,37314.98
2021-06-12,35524.92
2021-06-13,38900.8
2021-06-14,40527.44
2021-06-15,40237.75
2021-06-16,38326.62
2021-06-17,37755.89
2021-06-18,35795.81
2021-06-19,35756.07
2021-06-20,35639.71
2021-06-21,31725.56
2021-06-22,32217.02
2021-06-23,33655.59
2021-06-24,34763.65
2021-06-25,31857.61
2021-06-26,31843.62
2021-06-27,34501.48
2021-06-28,34418.37
2021-06-29,35994.42
2021-06-30,35035.65
2021-07-01,33432.05
2021-07-02,33707.37
2021-07-03,34378.66
2021-07-04,35386.54
2021-07-05,33706.26
2021-07-06,34192.82
2021-07-07,33934.79
2021-07-08,32895.47
2021-07-09,33802.91
2021-07-10,33574.6
2021-07-11,34284.82
2021-07-12,33251.37
2021-07-13,32679.42
2021-07-14,32780.34
2021-07-15,31624.97
2021-07-16,31424.3
2021-07-17,31538.68
2021-07-18,31871.35
2021-07-19,30969.68
2021-07-20,29801.32
2021-07-21,32147.58
2021-07-22,32315.04
2021-07-23,33592.83
2021-07-24,34295.14
2021-07-25,35387.35
2021-07-26,37353.5
2021-07-27,39411.12
2021-07-28,40039.09
2021-07-29,40363.32
2021-07-30,42287.63
2021-07-31,41358.52
2021-08-01,39904.35
2021-08-02,39229.48
2021-08-03,38088.25
2021-08-04,39727.27
2021-08-05,40929.48
2021-08-06,42861.41
2021-08-07,44723.65
2021-08-08,43750.86
2021-08-09,46394.3
2021-08-10,45596.13
2021-08-11,45698.3
2021-08-12,44427.38
2021-08-13,47783.11
2021-08-14,47051.23
2021-08-15,47050.99
2021-08-16,45840.7
2021-08-17,44593.44
2021-08-18,44973.95
2021-08-19,46599.91
2021-08-20,49154.71
2021-08-21,48989.99
2021-08-22,49387.91
2021-08-23,49524.62
2021-08-24,47706.24
2021-08-25,48972.26
2021-08-26,47353.67
2021-08-27,49070.21
2021-08-28,48905.18
2021-08-29,48897.08
2021-08-30,47044.57
2021-08-31,47334.45
2021-09-01,48777.69
2021-09-02,49324.95
2021-09-03,49731.38
2021-09-04,49954.43
2021-09-05,51770.39
2021-09-06,52694.79
2021-09-07,46793.91
2021-09-08,46071.11
2021-09-09,46540.28
2021-09-10,44720.54
2021-09-11,45104.77
2021-09-12,46226.0
2021-09-13,45039.71
2021-09-14,47084.33
2021-09-15,48172.2
2021-09-16,47864.54
2021-09-17,47283.47
2021-09-18,48330.64
2021-09-19,47313.56
2021-09-20,42930.52
2021-09-21,40645.43
2021-09-22,43577.92
2021-09-23,44893.57
