,index_price
2024-02-22,51455.86
2024-02-23,50773.37
2024-02-24,51534.6
2024-02-25,51695.22
2024-02-26,54609.66
2024-02-27,56950.81
2024-02-28,62484.17
2024-02-29,61532.0
2024-03-01,62532.16
2024-03-02,61957.79
2024-03-03,63033.42
2024-03-04,68369.9
2024-03-05,64274.24
2024-03-06,66116.93
2024-03-07,67064.23
2024-03-08,68492.58
2024-03-09,68491.74
2024-03-10,68973.25
2024-03-11,72177.83
2024-03-12,71482.11
2024-03-13,73126.08
2024-03-14,71416.34
2024-03-15,69450.43
2024-03-16,65374.57
2024-03-17,68524.09
2024-03-18,67716.44
