,index_price
2020-06-25,9225.03
2020-06-26,9183.42
2020-06-27,8953.3
2020-06-28,9121.15
2020-06-29,9180.99
2020-06-30,9146.99
2020-07-01,9222.65
2020-07-02,9125.76
2020-07-03,9076.49
2020-07-04,9137.53
2020-07-05,9044.92
2020-07-06,9369.49
2020-07-07,9270.53
2020-07-08,9447.43
2020-07-09,9228.97
2020-07-10,9279.04
2020-07-11,9240.26
2020-07-12,9285.95
2020-07-13,9229.22
2020-07-14,9270.18
2020-07-15,9192.18
2020-07-16,9127.74
2020-07-17,9161.54
2020-07-18,9166.25
2020-07-19,9222.67
2020-07-20,9184.88
2020-07-21,9376.21
2020-07-22,9534.76
2020-07-23,9608.95
2020-07-24,9552.83
2020-07-25,9714.35
2020-07-26,9884.86
2020-07-27,11004.47
2020-07-28,10933.52
2020-07-29,11103.38
2020-07-30,11119.98
2020-07-31,11322.73
2020-08-01,11818.26
2020-08-02,11042.01
2020-08-03,11246.54
2020-08-04,11192.96
2020-08-05,11752.99
2020-08-06,11730.65
2020-08-07,11605.9
2020-08-08,11771.72
2020-08-09,11687.85
2020-08-10,11831.72
2020-08-11,11384.97
2020-08-12,11540.49
2020-08-13,11790.17
2020-08-14,11785.28
2020-08-15,11866.55
2020-08-16,11894.39
2020-08-17,12239.74
2020-08-18,11958.55
2020-08-19,11734.9
2020-08-20,11866.62
2020-08-21,11588.15
2020-08-22,11667.56
2020-08-23,11677.22
2020-08-24,11745.44
2020-08-25,11376.86
2020-08-26,11463.01
2020-08-27,11299.87
2020-08-28,11489.62
2020-08-29,11505.16
2020-08-30,11699.16
2020-08-31,11685.97
2020-09-01,11903.6
2020-09-02,11424.42
2020-09-03,10189.13
2020-09-04,10473.76
2020-09-05,10116.98
2020-09-06,10240.97
2020-09-07,10372.2
2020-09-08,10121.63
2020-09-09,10213.94
2020-09-10,10317.43
2020-09-11,10356.95
2020-09-12,10438.56
2020-09-13,10276.91
2020-09-14,10715.06
2020-09-15,10862.52
2020-09-16,11029.52
2020-09-17,10947.73
2020-09-18,10924.77
2020-09-19,11068.03
2020-09-20,10921.22
2020-09-21,10443.98
2020-09-22,10508.35
2020-09-23,10235.02
2020-09-24,10744.02
2020-09-25,10679.97
2020-09-26,10730.21
2020-09-27,10751.81
2020-09-28,10695.9
2020-09-29,10861.19
2020-09-30,10780.28
2020-10-01,10617.94
2020-10-02,10575.02
2020-10-03,10564.91
2020-10-04,10679.66
2020-10-05,10775.06
2020-10-06,10600.1
2020-10-07,10674.01
2020-10-08,10895.76
2020-10-09,11057.56
2020-10-10,11286.92
2020-10-11,11383.18
2020-10-12,11532.61
2020-10-13,11441.77
2020-10-14,11399.35
2020-10-15,11482.91
2020-10-16,11356.6
2020-10-17,11355.5
2020-10-18,11490.24
2020-10-19,11765.09
2020-10-20,11923.35
2020-10-21,12835.03
2020-10-22,13020.22
2020-10-23,12964.2
2020-10-24,13107.36
2020-10-25,13010.2
2020-10-26,13081.09
2020-10-27,13656.87
2020-10-28,13286.7
2020-10-29,13445.89
2020-10-30,13586.47
2020-10-31,13812.58
2020-11-01,13738.18
2020-11-02,13608.43
2020-11-03,14020.95
2020-11-04,14124.9
2020-11-05,15641.17
2020-11-06,15562.63
2020-11-07,14836.15
2020-11-08,15515.56
2020-11-09,15349.94
2020-11-10,15401.45
2020-11-11,15741.94
2020-11-12,16285.89
2020-11-13,16311.67
2020-11-14,16092.83
2020-11-15,16011.0
2020-11-16,16723.71
2020-11-17,17690.7
2020-11-18,17804.51
2020-11-19,17841.54
2020-11-20,18677.93
2020-11-21,18615.08
2020-11-22,18412.38
2020-11-23,18390.6
2020-11-24,19174.09
2020-11-25,18767.64
2020-11-26,17080.52
2020-11-27,17032.45
2020-11-28,17760.72
2020-11-29,18185.87
2020-11-30,19710.2
2020-12-01,18849.26
2020-12-02,19270.68
2020-12-03,19520.68
2020-12-04,18658.7
2020-12-05,19053.53
2020-12-06,19360.26
2020-12-07,19184.92
2020-12-08,18319.65
2020-12-09,18639.68
2020-12-10,18240.66
2020-12-11,18118.5
2020-12-12,18810.91
2020-12-13,19170.86
2020-12-14,19325.36
2020-12-15,19418.42
2020-12-16,21373.11
2020-12-17,22802.42
2020-12-18,23074.57
2020-12-19,23889.92
2020-12-20,23583.48
2020-12-21,22974.6
2020-12-22,23807.13
2020-12-23,23298.84
2020-12-24,23711.27
2020-12-25,24695.48
2020-12-26,26455.0
2020-12-27,26358.83
2020-12-28,27098.89
2020-12-29,27293.37
2020-12-30,28859.04
2020-12-31,29035.72
2021-01-01,29378.47
2021-01-02,32003.48
2021-01-03,32804.97
2021-01-04,31997.39
2021-01-05,33982.06
2021-01-06,36951.28
2021-01-07,39454.78
2021-01-08,40736.84
2021-01-09,40211.29
2021-01-10,38380.93
2021-01-11,35515.55
2021-01-12,33901.93
2021-01-13,37387.76
2021-01-14,39208.26
2021-01-15,36829.99
2021-01-16,36183.93
2021-01-17,35779.56
2021-01-18,36738.86
2021-01-19,36046.28
2021-01-20,35501.96
2021-01-21,30746.89
2021-01-22,32793.04
2021-01-23,32067.07
2021-01-24,32363.48
2021-01-25,32341.12
2021-01-26,32529.82
2021-01-27,30361.59
2021-01-28,33413.84
2021-01-29,34346.91
2021-01-30,34353.32
2021-01-31,33196.42
2021-02-01,33543.96
2021-02-02,35663.94
2021-02-03,37649.46
2021-02-04,37011.62
2021-02-05,38333.21
2021-02-06,39317.6
2021-02-07,38897.58
2021-02-08,46434.56
2021-02-09,46511.78
2021-02-10,44861.92
2021-02-11,48083.34
2021-02-12,47431.7
2021-02-13,47242.64
2021-02-14,48609.37
2021-02-15,48285.01
2021-02-16,49205.37
2021-02-17,52092.81
2021-02-18,51635.73
2021-02-19,55869.3
2021-02-20,56108.72
2021-02-21,57534.66
2021-02-22,54168.18
2021-02-23,48908.36
2021-02-24,49519.09
2021-02-25,46996.74
2021-02-26,46329.21
2021-02-27,46360.29
2021-02-28,44961.69
2021-03-01,49646.24
2021-03-02,48363.05
2021-03-03,50390.86
2021-03-04,48352.36
2021-03-05,48932.11
2021-03-06,48910.71
2021-03-07,51048.72
2021-03-08,52317.33
2021-03-09,54928.2
2021-03-10,56011.48
2021-03-11,57765.06
2021-03-12,57247.7
2021-03-13,61285.13
2021-03-14,59085.99
2021-03-15,55597.43
2021-03-16,56618.67
2021-03-17,58912.75
2021-03-18,57664.99
2021-03-19,58329.18
2021-03-20,58057.5
2021-03-21,57416.39
2021-03-22,54108.47
2021-03-23,54355.16
2021-03-24,52303.24
2021-03-25,51428.34
